example_id	herb_id	drug_id	label	split
HDI:00003369	HERB:H00458	DRUG:D01198	1	test
HDI:00003370	HERB:H00458	DRUG:D01217	1	train
HDI:00003371	HERB:H00459	DRUG:D00010	1	train
HDI:00003372	HERB:H00459	DRUG:D00043	1	train
HDI:00003373	HERB:H00459	DRUG:D00420	1	train
HDI:00003374	HERB:H00459	DRUG:D00453	1	train
HDI:00003375	HERB:H00459	DRUG:D00508	1	train
HDI:00003376	HERB:H00459	DRUG:D00511	1	train
HDI:00003377	HERB:H00459	DRUG:D00611	1	test
HDI:00003378	HERB:H00459	DRUG:D00751	1	train
HDI:00003379	HERB:H00459	DRUG:D00799	1	validation
HDI:00003380	HERB:H00459	DRUG:D00878	1	train
HDI:00003381	HERB:H00459	DRUG:D00968	1	train
HDI:00003382	HERB:H00459	DRUG:D01455	1	validation
HDI:00003383	HERB:H00459	DRUG:D01465	1	train
HDI:00003384	HERB:H00460	DRUG:D00069	1	train
HDI:00003385	HERB:H00460	DRUG:D00213	1	train
HDI:00003386	HERB:H00460	DRUG:D00245	1	train
HDI:00003387	HERB:H00460	DRUG:D00271	1	validation
HDI:00003388	HERB:H00460	DRUG:D00770	1	train
HDI:00003389	HERB:H00460	DRUG:D00774	1	train
HDI:00003390	HERB:H00460	DRUG:D00894	1	validation
HDI:00003391	HERB:H00460	DRUG:D00932	1	test
HDI:00003392	HERB:H00463	DRUG:D00010	1	train
HDI:00003393	HERB:H00463	DRUG:D00420	1	train
HDI:00003394	HERB:H00464	DRUG:D00010	1	train
HDI:00003395	HERB:H00464	DRUG:D00070	1	train
HDI:00003396	HERB:H00464	DRUG:D00090	1	train
HDI:00003397	HERB:H00464	DRUG:D00116	1	train
HDI:00003398	HERB:H00464	DRUG:D00142	1	train
HDI:00003399	HERB:H00464	DRUG:D00213	1	train
HDI:00003400	HERB:H00464	DRUG:D00245	1	train
HDI:00003401	HERB:H00464	DRUG:D00259	1	train
HDI:00003402	HERB:H00464	DRUG:D00299	1	train
HDI:00003403	HERB:H00464	DRUG:D00329	1	test
HDI:00003404	HERB:H00464	DRUG:D00387	1	train
HDI:00003405	HERB:H00464	DRUG:D00531	1	train
HDI:00003406	HERB:H00464	DRUG:D00542	1	train
HDI:00003407	HERB:H00464	DRUG:D00543	1	train
HDI:00003408	HERB:H00464	DRUG:D00551	1	train
HDI:00003409	HERB:H00464	DRUG:D00583	1	test
HDI:00003410	HERB:H00464	DRUG:D00594	1	validation
HDI:00003411	HERB:H00464	DRUG:D00597	1	train
HDI:00003412	HERB:H00464	DRUG:D00601	1	test
HDI:00003413	HERB:H00464	DRUG:D00707	1	train
HDI:00003414	HERB:H00464	DRUG:D00770	1	train
HDI:00003415	HERB:H00464	DRUG:D00829	1	train
HDI:00003416	HERB:H00464	DRUG:D00850	1	train
HDI:00003417	HERB:H00464	DRUG:D00894	1	validation
HDI:00003418	HERB:H00464	DRUG:D01040	1	train
HDI:00003419	HERB:H00464	DRUG:D01046	1	train
HDI:00003420	HERB:H00464	DRUG:D01198	1	test
HDI:00003421	HERB:H00464	DRUG:D01217	1	train
HDI:00003422	HERB:H00465	DRUG:D00010	1	train
HDI:00003423	HERB:H00465	DRUG:D00070	1	train
HDI:00003424	HERB:H00465	DRUG:D00090	1	train
HDI:00003425	HERB:H00465	DRUG:D00213	1	train
HDI:00003426	HERB:H00465	DRUG:D00245	1	train
HDI:00003427	HERB:H00465	DRUG:D00299	1	train
HDI:00003428	HERB:H00465	DRUG:D00329	1	test
HDI:00003429	HERB:H00465	DRUG:D00420	1	train
HDI:00003430	HERB:H00465	DRUG:D00531	1	train
HDI:00003431	HERB:H00465	DRUG:D00542	1	train
HDI:00003432	HERB:H00465	DRUG:D00543	1	train
HDI:00003433	HERB:H00465	DRUG:D00551	1	train
HDI:00003434	HERB:H00465	DRUG:D00583	1	test
HDI:00003435	HERB:H00465	DRUG:D00597	1	train
HDI:00003436	HERB:H00465	DRUG:D00601	1	test
HDI:00003437	HERB:H00465	DRUG:D00829	1	train
HDI:00003438	HERB:H00465	DRUG:D00894	1	validation
HDI:00003439	HERB:H00465	DRUG:D01040	1	train
HDI:00003440	HERB:H00465	DRUG:D01046	1	train
HDI:00003441	HERB:H00465	DRUG:D01198	1	test
HDI:00003442	HERB:H00465	DRUG:D01217	1	train
HDI:00003443	HERB:H00466	DRUG:D00010	1	train
HDI:00003444	HERB:H00466	DRUG:D00070	1	train
HDI:00003445	HERB:H00466	DRUG:D00090	1	train
HDI:00003446	HERB:H00466	DRUG:D00213	1	train
HDI:00003447	HERB:H00466	DRUG:D00245	1	train
HDI:00003448	HERB:H00466	DRUG:D00299	1	train
HDI:00003449	HERB:H00466	DRUG:D00329	1	test
HDI:00003450	HERB:H00466	DRUG:D00531	1	train
HDI:00003451	HERB:H00466	DRUG:D00542	1	train
HDI:00003452	HERB:H00466	DRUG:D00543	1	train
HDI:00003453	HERB:H00466	DRUG:D00551	1	train
HDI:00003454	HERB:H00466	DRUG:D00583	1	test
HDI:00003455	HERB:H00466	DRUG:D00597	1	train
HDI:00003456	HERB:H00466	DRUG:D00601	1	test
HDI:00003457	HERB:H00466	DRUG:D00829	1	train
HDI:00003458	HERB:H00466	DRUG:D00894	1	validation
HDI:00003459	HERB:H00466	DRUG:D01040	1	train
HDI:00003460	HERB:H00466	DRUG:D01046	1	train
HDI:00003461	HERB:H00466	DRUG:D01198	1	test
HDI:00003462	HERB:H00466	DRUG:D01217	1	train
HDI:00003463	HERB:H00467	DRUG:D00010	1	train
HDI:00003464	HERB:H00467	DRUG:D00070	1	train
HDI:00003465	HERB:H00467	DRUG:D00090	1	train
HDI:00003466	HERB:H00467	DRUG:D00213	1	train
HDI:00003467	HERB:H00467	DRUG:D00245	1	train
HDI:00003468	HERB:H00467	DRUG:D00299	1	train
HDI:00003469	HERB:H00467	DRUG:D00329	1	test
HDI:00003470	HERB:H00467	DRUG:D00531	1	train
HDI:00003471	HERB:H00467	DRUG:D00542	1	train
HDI:00003472	HERB:H00467	DRUG:D00543	1	train
HDI:00003473	HERB:H00467	DRUG:D00551	1	train
HDI:00003474	HERB:H00467	DRUG:D00583	1	test
HDI:00003475	HERB:H00467	DRUG:D00597	1	train
HDI:00003476	HERB:H00467	DRUG:D00601	1	test
HDI:00003477	HERB:H00467	DRUG:D00829	1	train
HDI:00003478	HERB:H00467	DRUG:D00894	1	validation
HDI:00003479	HERB:H00467	DRUG:D01040	1	train
HDI:00003480	HERB:H00467	DRUG:D01046	1	train
HDI:00003481	HERB:H00467	DRUG:D01198	1	test
HDI:00003482	HERB:H00467	DRUG:D01217	1	train
HDI:00003483	HERB:H00468	DRUG:D00010	1	train
HDI:00003484	HERB:H00468	DRUG:D00070	1	train
HDI:00003485	HERB:H00468	DRUG:D00090	1	train
HDI:00003486	HERB:H00468	DRUG:D00116	1	train
HDI:00003487	HERB:H00468	DRUG:D00213	1	train
HDI:00003488	HERB:H00468	DRUG:D00245	1	train
HDI:00003489	HERB:H00468	DRUG:D00259	1	train
HDI:00003490	HERB:H00468	DRUG:D00299	1	train
HDI:00003491	HERB:H00468	DRUG:D00329	1	test
HDI:00003492	HERB:H00468	DRUG:D00387	1	train
HDI:00003493	HERB:H00468	DRUG:D00420	1	train
HDI:00003494	HERB:H00468	DRUG:D00531	1	train
HDI:00003495	HERB:H00468	DRUG:D00542	1	train
HDI:00003496	HERB:H00468	DRUG:D00543	1	train
HDI:00003497	HERB:H00468	DRUG:D00551	1	train
HDI:00003498	HERB:H00468	DRUG:D00583	1	test
HDI:00003499	HERB:H00468	DRUG:D00594	1	validation
HDI:00003500	HERB:H00468	DRUG:D00597	1	train
HDI:00003501	HERB:H00468	DRUG:D00601	1	test
HDI:00003502	HERB:H00468	DRUG:D00707	1	train
HDI:00003503	HERB:H00468	DRUG:D00741	1	train
HDI:00003504	HERB:H00468	DRUG:D00770	1	train
HDI:00003505	HERB:H00468	DRUG:D00774	1	train
HDI:00003506	HERB:H00468	DRUG:D00829	1	train
HDI:00003507	HERB:H00468	DRUG:D00850	1	train
HDI:00003508	HERB:H00468	DRUG:D00894	1	validation
HDI:00003509	HERB:H00468	DRUG:D00949	1	train
HDI:00003510	HERB:H00468	DRUG:D01036	1	test
HDI:00003511	HERB:H00468	DRUG:D01040	1	train
HDI:00003512	HERB:H00468	DRUG:D01046	1	train
HDI:00003513	HERB:H00468	DRUG:D01052	1	train
HDI:00003514	HERB:H00468	DRUG:D01057	1	train
HDI:00003515	HERB:H00468	DRUG:D01061	1	train
HDI:00003516	HERB:H00468	DRUG:D01174	1	train
HDI:00003517	HERB:H00468	DRUG:D01198	1	test
HDI:00003518	HERB:H00468	DRUG:D01217	1	train
HDI:00003519	HERB:H00473	DRUG:D00010	1	train
HDI:00003520	HERB:H00473	DRUG:D00043	1	train
HDI:00003521	HERB:H00473	DRUG:D00420	1	train
HDI:00003522	HERB:H00473	DRUG:D00453	1	train
HDI:00003523	HERB:H00473	DRUG:D00508	1	train
HDI:00003524	HERB:H00473	DRUG:D00511	1	train
HDI:00003525	HERB:H00473	DRUG:D00611	1	test
HDI:00003526	HERB:H00473	DRUG:D00751	1	train
HDI:00003527	HERB:H00473	DRUG:D00799	1	validation
HDI:00003528	HERB:H00473	DRUG:D00878	1	train
HDI:00003529	HERB:H00473	DRUG:D00968	1	train
HDI:00003530	HERB:H00473	DRUG:D01455	1	validation
HDI:00003531	HERB:H00473	DRUG:D01465	1	train
HDI:00003532	HERB:H00479	DRUG:D00010	1	train
HDI:00003533	HERB:H00479	DRUG:D00070	1	train
HDI:00003534	HERB:H00479	DRUG:D00090	1	train
HDI:00003535	HERB:H00479	DRUG:D00213	1	train
HDI:00003536	HERB:H00479	DRUG:D00245	1	train
HDI:00003537	HERB:H00479	DRUG:D00259	1	train
HDI:00003538	HERB:H00479	DRUG:D00299	1	train
HDI:00003539	HERB:H00479	DRUG:D00329	1	test
HDI:00003540	HERB:H00479	DRUG:D00387	1	train
HDI:00003541	HERB:H00479	DRUG:D00420	1	train
HDI:00003542	HERB:H00479	DRUG:D00531	1	train
HDI:00003543	HERB:H00479	DRUG:D00542	1	train
HDI:00003544	HERB:H00479	DRUG:D00543	1	train
HDI:00003545	HERB:H00479	DRUG:D00551	1	train
HDI:00003546	HERB:H00479	DRUG:D00583	1	test
HDI:00003547	HERB:H00479	DRUG:D00594	1	validation
HDI:00003548	HERB:H00479	DRUG:D00597	1	train
HDI:00003549	HERB:H00479	DRUG:D00601	1	test
HDI:00003550	HERB:H00479	DRUG:D00770	1	train
HDI:00003551	HERB:H00479	DRUG:D00829	1	train
HDI:00003552	HERB:H00479	DRUG:D00850	1	train
HDI:00003553	HERB:H00479	DRUG:D00894	1	validation
HDI:00003554	HERB:H00479	DRUG:D01040	1	train
HDI:00003555	HERB:H00479	DRUG:D01046	1	train
HDI:00003556	HERB:H00479	DRUG:D01198	1	test
HDI:00003557	HERB:H00479	DRUG:D01217	1	train
HDI:00003558	HERB:H00480	DRUG:D00070	1	train
HDI:00003559	HERB:H00480	DRUG:D00142	1	train
HDI:00003560	HERB:H00480	DRUG:D00149	1	train
HDI:00003561	HERB:H00480	DRUG:D00191	1	test
HDI:00003562	HERB:H00480	DRUG:D00263	1	train
HDI:00003563	HERB:H00480	DRUG:D00542	1	train
HDI:00003564	HERB:H00480	DRUG:D00551	1	train
HDI:00003565	HERB:H00480	DRUG:D01471	1	train
HDI:00003566	HERB:H00484	DRUG:D00069	1	train
HDI:00003567	HERB:H00484	DRUG:D00245	1	train
HDI:00003568	HERB:H00484	DRUG:D00291	1	train
HDI:00003569	HERB:H00484	DRUG:D00370	1	train
HDI:00003570	HERB:H00484	DRUG:D00531	1	train
HDI:00003571	HERB:H00485	DRUG:D00069	1	train
HDI:00003572	HERB:H00485	DRUG:D00090	1	train
HDI:00003573	HERB:H00485	DRUG:D00111	1	train
HDI:00003574	HERB:H00485	DRUG:D00245	1	train
HDI:00003575	HERB:H00485	DRUG:D00741	1	train
HDI:00003576	HERB:H00485	DRUG:D01061	1	train
HDI:00003577	HERB:H00487	DRUG:D00010	1	train
HDI:00003578	HERB:H00487	DRUG:D00070	1	train
HDI:00003579	HERB:H00487	DRUG:D00090	1	train
HDI:00003580	HERB:H00487	DRUG:D00213	1	train
HDI:00003581	HERB:H00487	DRUG:D00245	1	train
HDI:00003582	HERB:H00487	DRUG:D00299	1	train
HDI:00003583	HERB:H00487	DRUG:D00329	1	test
HDI:00003584	HERB:H00487	DRUG:D00531	1	train
HDI:00003585	HERB:H00487	DRUG:D00542	1	train
HDI:00003586	HERB:H00487	DRUG:D00543	1	train
HDI:00003587	HERB:H00487	DRUG:D00551	1	train
HDI:00003588	HERB:H00487	DRUG:D00583	1	test
HDI:00003589	HERB:H00487	DRUG:D00597	1	train
HDI:00003590	HERB:H00487	DRUG:D00601	1	test
HDI:00003591	HERB:H00487	DRUG:D00829	1	train
HDI:00003592	HERB:H00487	DRUG:D00894	1	validation
HDI:00003593	HERB:H00487	DRUG:D01040	1	train
HDI:00003594	HERB:H00487	DRUG:D01046	1	train
HDI:00003595	HERB:H00487	DRUG:D01198	1	test
HDI:00003596	HERB:H00487	DRUG:D01217	1	train
HDI:00003597	HERB:H00488	DRUG:D00774	1	train
HDI:00003598	HERB:H00491	DRUG:D00545	1	validation
HDI:00003599	HERB:H00491	DRUG:D01282	1	train
HDI:00003600	HERB:H00492	DRUG:D01282	1	train
HDI:00003601	HERB:H00493	DRUG:D00010	1	train
HDI:00003602	HERB:H00493	DRUG:D00070	1	train
HDI:00003603	HERB:H00493	DRUG:D00090	1	train
HDI:00003604	HERB:H00493	DRUG:D00213	1	train
HDI:00003605	HERB:H00493	DRUG:D00245	1	train
HDI:00003606	HERB:H00493	DRUG:D00299	1	train
HDI:00003607	HERB:H00493	DRUG:D00329	1	test
HDI:00003608	HERB:H00493	DRUG:D00420	1	train
HDI:00003609	HERB:H00493	DRUG:D00531	1	train
HDI:00003610	HERB:H00493	DRUG:D00542	1	train
HDI:00003611	HERB:H00493	DRUG:D00543	1	train
HDI:00003612	HERB:H00493	DRUG:D00551	1	train
HDI:00003613	HERB:H00493	DRUG:D00583	1	test
HDI:00003614	HERB:H00493	DRUG:D00597	1	train
HDI:00003615	HERB:H00493	DRUG:D00601	1	test
HDI:00003616	HERB:H00493	DRUG:D00829	1	train
HDI:00003617	HERB:H00493	DRUG:D00894	1	validation
HDI:00003618	HERB:H00493	DRUG:D01040	1	train
HDI:00003619	HERB:H00493	DRUG:D01046	1	train
HDI:00003620	HERB:H00493	DRUG:D01198	1	test
HDI:00003621	HERB:H00493	DRUG:D01217	1	train
HDI:00003622	HERB:H00494	DRUG:D00010	1	train
HDI:00003623	HERB:H00494	DRUG:D00070	1	train
HDI:00003624	HERB:H00494	DRUG:D00090	1	train
HDI:00003625	HERB:H00494	DRUG:D00116	1	train
HDI:00003626	HERB:H00494	DRUG:D00213	1	train
HDI:00003627	HERB:H00494	DRUG:D00245	1	train
HDI:00003628	HERB:H00494	DRUG:D00259	1	train
HDI:00003629	HERB:H00494	DRUG:D00291	1	train
HDI:00003630	HERB:H00494	DRUG:D00299	1	train
HDI:00003631	HERB:H00494	DRUG:D00329	1	test
HDI:00003632	HERB:H00494	DRUG:D00370	1	train
HDI:00003633	HERB:H00494	DRUG:D00531	1	train
HDI:00003634	HERB:H00494	DRUG:D00542	1	train
HDI:00003635	HERB:H00494	DRUG:D00543	1	train
HDI:00003636	HERB:H00494	DRUG:D00551	1	train
HDI:00003637	HERB:H00494	DRUG:D00583	1	test
HDI:00003638	HERB:H00494	DRUG:D00597	1	train
HDI:00003639	HERB:H00494	DRUG:D00601	1	test
HDI:00003640	HERB:H00494	DRUG:D00707	1	train
HDI:00003641	HERB:H00494	DRUG:D00774	1	train
HDI:00003642	HERB:H00494	DRUG:D00829	1	train
HDI:00003643	HERB:H00494	DRUG:D00894	1	validation
HDI:00003644	HERB:H00494	DRUG:D01040	1	train
HDI:00003645	HERB:H00494	DRUG:D01046	1	train
HDI:00003646	HERB:H00494	DRUG:D01198	1	test
HDI:00003647	HERB:H00494	DRUG:D01217	1	train
HDI:00003648	HERB:H00496	DRUG:D00073	1	train
HDI:00003649	HERB:H00496	DRUG:D00939	1	test
HDI:00003650	HERB:H00497	DRUG:D00387	1	train
HDI:00003651	HERB:H00497	DRUG:D00531	1	train
HDI:00003652	HERB:H00497	DRUG:D00542	1	train
HDI:00003653	HERB:H00497	DRUG:D00594	1	validation
HDI:00003654	HERB:H00497	DRUG:D00770	1	train
HDI:00003655	HERB:H00497	DRUG:D00774	1	train
HDI:00003656	HERB:H00497	DRUG:D00850	1	train
HDI:00003657	HERB:H00497	DRUG:D01046	1	train
HDI:00003658	HERB:H00500	DRUG:D00010	1	train
HDI:00003659	HERB:H00500	DRUG:D00070	1	train
HDI:00003660	HERB:H00500	DRUG:D00090	1	train
HDI:00003661	HERB:H00500	DRUG:D00213	1	train
HDI:00003662	HERB:H00500	DRUG:D00245	1	train
HDI:00003663	HERB:H00500	DRUG:D00299	1	train
HDI:00003664	HERB:H00500	DRUG:D00329	1	test
HDI:00003665	HERB:H00500	DRUG:D00531	1	train
HDI:00003666	HERB:H00500	DRUG:D00542	1	train
HDI:00003667	HERB:H00500	DRUG:D00543	1	train
HDI:00003668	HERB:H00500	DRUG:D00551	1	train
HDI:00003669	HERB:H00500	DRUG:D00583	1	test
HDI:00003670	HERB:H00500	DRUG:D00597	1	train
HDI:00003671	HERB:H00500	DRUG:D00601	1	test
HDI:00003672	HERB:H00500	DRUG:D00829	1	train
HDI:00003673	HERB:H00500	DRUG:D00894	1	validation
HDI:00003674	HERB:H00500	DRUG:D01040	1	train
HDI:00003675	HERB:H00500	DRUG:D01046	1	train
HDI:00003676	HERB:H00500	DRUG:D01198	1	test
HDI:00003677	HERB:H00500	DRUG:D01217	1	train
HDI:00003678	HERB:H00501	DRUG:D00036	1	test
HDI:00003679	HERB:H00501	DRUG:D00108	1	train
HDI:00003680	HERB:H00501	DRUG:D00144	1	validation
HDI:00003681	HERB:H00501	DRUG:D00744	1	test
HDI:00003682	HERB:H00502	DRUG:D00010	1	train
HDI:00003683	HERB:H00502	DRUG:D00043	1	train
HDI:00003684	HERB:H00502	DRUG:D00420	1	train
HDI:00003685	HERB:H00502	DRUG:D00453	1	train
HDI:00003686	HERB:H00502	DRUG:D00508	1	train
HDI:00003687	HERB:H00502	DRUG:D00511	1	train
HDI:00003688	HERB:H00502	DRUG:D00611	1	test
HDI:00003689	HERB:H00502	DRUG:D00751	1	train
HDI:00003690	HERB:H00502	DRUG:D00799	1	validation
HDI:00003691	HERB:H00502	DRUG:D00878	1	train
HDI:00003692	HERB:H00502	DRUG:D00968	1	train
HDI:00003693	HERB:H00502	DRUG:D01455	1	validation
HDI:00003694	HERB:H00502	DRUG:D01465	1	train
HDI:00003695	HERB:H00504	DRUG:D00589	1	test
HDI:00003696	HERB:H00506	DRUG:D00531	1	train
HDI:00003697	HERB:H00508	DRUG:D00070	1	train
HDI:00003698	HERB:H00508	DRUG:D00387	1	train
HDI:00003699	HERB:H00508	DRUG:D00531	1	train
HDI:00003700	HERB:H00508	DRUG:D00542	1	train
HDI:00003701	HERB:H00508	DRUG:D00594	1	validation
HDI:00003702	HERB:H00508	DRUG:D00770	1	train
HDI:00003703	HERB:H00508	DRUG:D00850	1	train
HDI:00003704	HERB:H00508	DRUG:D01046	1	train
HDI:00003705	HERB:H00510	DRUG:D00010	1	train
HDI:00003706	HERB:H00510	DRUG:D00070	1	train
HDI:00003707	HERB:H00510	DRUG:D00090	1	train
HDI:00003708	HERB:H00510	DRUG:D00213	1	train
HDI:00003709	HERB:H00510	DRUG:D00245	1	train
HDI:00003710	HERB:H00510	DRUG:D00299	1	train
HDI:00003711	HERB:H00510	DRUG:D00329	1	test
HDI:00003712	HERB:H00510	DRUG:D00387	1	train
HDI:00003713	HERB:H00510	DRUG:D00531	1	train
HDI:00003714	HERB:H00510	DRUG:D00542	1	train
HDI:00003715	HERB:H00510	DRUG:D00543	1	train
HDI:00003716	HERB:H00510	DRUG:D00551	1	train
HDI:00003717	HERB:H00510	DRUG:D00583	1	test
HDI:00003718	HERB:H00510	DRUG:D00594	1	validation
HDI:00003719	HERB:H00510	DRUG:D00597	1	train
HDI:00003720	HERB:H00510	DRUG:D00601	1	test
HDI:00003721	HERB:H00510	DRUG:D00770	1	train
HDI:00003722	HERB:H00510	DRUG:D00829	1	train
HDI:00003723	HERB:H00510	DRUG:D00850	1	train
HDI:00003724	HERB:H00510	DRUG:D00894	1	validation
HDI:00003725	HERB:H00510	DRUG:D01040	1	train
HDI:00003726	HERB:H00510	DRUG:D01046	1	train
HDI:00003727	HERB:H00510	DRUG:D01198	1	test
HDI:00003728	HERB:H00510	DRUG:D01217	1	train
HDI:00003729	HERB:H00512	DRUG:D00010	1	train
HDI:00003730	HERB:H00512	DRUG:D00070	1	train
HDI:00003731	HERB:H00512	DRUG:D00090	1	train
HDI:00003732	HERB:H00512	DRUG:D00213	1	train
HDI:00003733	HERB:H00512	DRUG:D00245	1	train
HDI:00003734	HERB:H00512	DRUG:D00299	1	train
HDI:00003735	HERB:H00512	DRUG:D00329	1	test
HDI:00003736	HERB:H00512	DRUG:D00387	1	train
HDI:00003737	HERB:H00512	DRUG:D00531	1	train
HDI:00003738	HERB:H00512	DRUG:D00542	1	train
HDI:00003739	HERB:H00512	DRUG:D00543	1	train
HDI:00003740	HERB:H00512	DRUG:D00551	1	train
HDI:00003741	HERB:H00512	DRUG:D00583	1	test
HDI:00003742	HERB:H00512	DRUG:D00594	1	validation
HDI:00003743	HERB:H00512	DRUG:D00597	1	train
HDI:00003744	HERB:H00512	DRUG:D00601	1	test
HDI:00003745	HERB:H00512	DRUG:D00770	1	train
HDI:00003746	HERB:H00512	DRUG:D00829	1	train
HDI:00003747	HERB:H00512	DRUG:D00850	1	train
HDI:00003748	HERB:H00512	DRUG:D00894	1	validation
HDI:00003749	HERB:H00512	DRUG:D01040	1	train
HDI:00003750	HERB:H00512	DRUG:D01046	1	train
HDI:00003751	HERB:H00512	DRUG:D01198	1	test
HDI:00003752	HERB:H00512	DRUG:D01217	1	train
HDI:00003753	HERB:H00515	DRUG:D00091	1	train
HDI:00003754	HERB:H00515	DRUG:D00262	1	train
HDI:00003755	HERB:H00515	DRUG:D00531	1	train
HDI:00003756	HERB:H00515	DRUG:D00572	1	train
HDI:00003757	HERB:H00515	DRUG:D00829	1	train
HDI:00003758	HERB:H00516	DRUG:D00561	1	test
HDI:00003759	HERB:H00516	DRUG:D00577	1	train
HDI:00003760	HERB:H00516	DRUG:D00580	1	test
HDI:00003761	HERB:H00516	DRUG:D00659	1	train
HDI:00003762	HERB:H00516	DRUG:D00667	1	train
HDI:00003763	HERB:H00516	DRUG:D00918	1	train
HDI:00003764	HERB:H00516	DRUG:D00936	1	validation
HDI:00003765	HERB:H00516	DRUG:D00941	1	train
HDI:00003766	HERB:H00516	DRUG:D00950	1	train
HDI:00003767	HERB:H00516	DRUG:D01017	1	validation
HDI:00003768	HERB:H00517	DRUG:D00010	1	train
HDI:00003769	HERB:H00517	DRUG:D00065	1	train
HDI:00003770	HERB:H00517	DRUG:D00070	1	train
HDI:00003771	HERB:H00517	DRUG:D00090	1	train
HDI:00003772	HERB:H00517	DRUG:D00213	1	train
HDI:00003773	HERB:H00517	DRUG:D00245	1	train
HDI:00003774	HERB:H00517	DRUG:D00299	1	train
HDI:00003775	HERB:H00517	DRUG:D00329	1	test
HDI:00003776	HERB:H00517	DRUG:D00531	1	train
HDI:00003777	HERB:H00517	DRUG:D00542	1	train
HDI:00003778	HERB:H00517	DRUG:D00543	1	train
HDI:00003779	HERB:H00517	DRUG:D00551	1	train
HDI:00003780	HERB:H00517	DRUG:D00583	1	test
HDI:00003781	HERB:H00517	DRUG:D00589	1	test
HDI:00003782	HERB:H00517	DRUG:D00597	1	train
HDI:00003783	HERB:H00517	DRUG:D00601	1	test
HDI:00003784	HERB:H00517	DRUG:D00829	1	train
HDI:00003785	HERB:H00517	DRUG:D00894	1	validation
HDI:00003786	HERB:H00517	DRUG:D01040	1	train
HDI:00003787	HERB:H00517	DRUG:D01046	1	train
HDI:00003788	HERB:H00517	DRUG:D01198	1	test
HDI:00003789	HERB:H00517	DRUG:D01217	1	train
HDI:00003790	HERB:H00518	DRUG:D00010	1	train
HDI:00003791	HERB:H00518	DRUG:D00038	1	train
HDI:00003792	HERB:H00518	DRUG:D00070	1	train
HDI:00003793	HERB:H00518	DRUG:D00078	1	train
HDI:00003794	HERB:H00518	DRUG:D00090	1	train
HDI:00003795	HERB:H00518	DRUG:D00091	1	train
HDI:00003796	HERB:H00518	DRUG:D00213	1	train
HDI:00003797	HERB:H00518	DRUG:D00245	1	train
HDI:00003798	HERB:H00518	DRUG:D00259	1	train
HDI:00003799	HERB:H00518	DRUG:D00262	1	train
HDI:00003800	HERB:H00518	DRUG:D00299	1	train
HDI:00003801	HERB:H00518	DRUG:D00329	1	test
HDI:00003802	HERB:H00518	DRUG:D00420	1	train
HDI:00003803	HERB:H00518	DRUG:D00531	1	train
HDI:00003804	HERB:H00518	DRUG:D00542	1	train
HDI:00003805	HERB:H00518	DRUG:D00543	1	train
HDI:00003806	HERB:H00518	DRUG:D00551	1	train
HDI:00003807	HERB:H00518	DRUG:D00572	1	train
HDI:00003808	HERB:H00518	DRUG:D00576	1	train
HDI:00003809	HERB:H00518	DRUG:D00583	1	test
HDI:00003810	HERB:H00518	DRUG:D00597	1	train
HDI:00003811	HERB:H00518	DRUG:D00601	1	test
HDI:00003812	HERB:H00518	DRUG:D00700	1	train
HDI:00003813	HERB:H00518	DRUG:D00829	1	train
HDI:00003814	HERB:H00518	DRUG:D00894	1	validation
HDI:00003815	HERB:H00518	DRUG:D01040	1	train
HDI:00003816	HERB:H00518	DRUG:D01046	1	train
HDI:00003817	HERB:H00518	DRUG:D01198	1	test
HDI:00003818	HERB:H00518	DRUG:D01217	1	train
HDI:00003819	HERB:H00520	DRUG:D00010	1	train
HDI:00003820	HERB:H00520	DRUG:D00070	1	train
HDI:00003821	HERB:H00520	DRUG:D00090	1	train
HDI:00003822	HERB:H00520	DRUG:D00149	1	train
HDI:00003823	HERB:H00520	DRUG:D00191	1	test
HDI:00003824	HERB:H00520	DRUG:D00213	1	train
HDI:00003825	HERB:H00520	DRUG:D00245	1	train
HDI:00003826	HERB:H00520	DRUG:D00263	1	train
HDI:00003827	HERB:H00520	DRUG:D00299	1	train
HDI:00003828	HERB:H00520	DRUG:D00329	1	test
HDI:00003829	HERB:H00520	DRUG:D00531	1	train
HDI:00003830	HERB:H00520	DRUG:D00542	1	train
HDI:00003831	HERB:H00520	DRUG:D00543	1	train
HDI:00003832	HERB:H00520	DRUG:D00551	1	train
HDI:00003833	HERB:H00520	DRUG:D00583	1	test
HDI:00003834	HERB:H00520	DRUG:D00597	1	train
HDI:00003835	HERB:H00520	DRUG:D00601	1	test
HDI:00003836	HERB:H00520	DRUG:D00829	1	train
HDI:00003837	HERB:H00520	DRUG:D00894	1	validation
HDI:00003838	HERB:H00520	DRUG:D01040	1	train
HDI:00003839	HERB:H00520	DRUG:D01046	1	train
HDI:00003840	HERB:H00520	DRUG:D01198	1	test
HDI:00003841	HERB:H00520	DRUG:D01217	1	train
HDI:00003842	HERB:H00520	DRUG:D01471	1	train
HDI:00003843	HERB:H00522	DRUG:D00010	1	train
HDI:00003844	HERB:H00522	DRUG:D00070	1	train
HDI:00003845	HERB:H00522	DRUG:D00090	1	train
HDI:00003846	HERB:H00522	DRUG:D00213	1	train
HDI:00003847	HERB:H00522	DRUG:D00245	1	train
HDI:00003848	HERB:H00522	DRUG:D00259	1	train
