pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
24364	DB00575|DB11228	DB00575	DB11228	validation	test	test	1
24365	DB00422|DB00575	DB00575	DB00422	validation	validation	validation	2
24366	DB00575|DB00959	DB00575	DB00959	validation	training	validation	1
24367	DB00575|DB01233	DB00575	DB01233	validation	training	validation	1
24368	DB00524|DB00575	DB00575	DB00524	validation	training	validation	1
24369	DB00264|DB00575	DB00575	DB00264	validation	training	validation	1
24370	DB00575|DB00916	DB00575	DB00916	validation	training	validation	1
24371	DB00575|DB00683	DB00575	DB00683	validation	training	validation	1
24372	DB00211|DB00575	DB00575	DB00211	validation	test	test	1
24373	DB00575|DB01017	DB00575	DB01017	validation	validation	validation	2
24374	DB00350|DB00575	DB00575	DB00350	validation	training	validation	1
24375	DB00575|DB09282	DB00575	DB09282	validation	training	validation	1
24376	DB00295|DB00575	DB00575	DB00295	validation	training	validation	1
24377	DB00332|DB00575	DB00575	DB00332	validation	test	test	1
24378	DB00575|DB01203	DB00575	DB01203	validation	test	test	1
24379	DB00575|DB01183	DB00575	DB01183	validation	validation	validation	2
24380	DB00575|DB00704	DB00575	DB00704	validation	test	test	1
24381	DB00575|DB00788	DB00575	DB00788	validation	training	validation	1
24382	DB00575|DB12293	DB00575	DB12293	validation	training	validation	1
24383	DB00575|DB00994	DB00575	DB00994	validation	training	validation	1
24384	DB00575|DB01400	DB00575	DB01400	validation	training	validation	1
24385	DB00575|DB00627	DB00575	DB00627	validation	training	validation	1
24386	DB00575|DB00622	DB00575	DB00622	validation	training	validation	1
24387	DB00575|DB01115	DB00575	DB01115	validation	training	validation	1
24388	DB00401|DB00575	DB00575	DB00401	validation	training	validation	1
24389	DB00325|DB00575	DB00575	DB00325	validation	training	validation	1
24390	DB00368|DB00575	DB00575	DB00368	validation	test	test	1
24391	DB00575|DB00717	DB00575	DB00717	validation	training	validation	1
24392	DB00540|DB00575	DB00575	DB00540	validation	training	validation	1
24393	DB00575|DB00646	DB00575	DB00646	validation	training	validation	1
24394	DB00104|DB00575	DB00575	DB00104	validation	training	validation	1
24395	DB00338|DB00575	DB00575	DB00338	validation	training	validation	1
24396	DB00575|DB00816	DB00575	DB00816	validation	training	validation	1
24397	DB00575|DB01173	DB00575	DB01173	validation	training	validation	1
24398	DB00575|DB00842	DB00575	DB00842	validation	test	test	1
24399	DB00497|DB00575	DB00575	DB00497	validation	validation	validation	2
24400	DB00575|DB09140	DB00575	DB09140	validation	training	validation	1
24401	DB00575|DB01192	DB00575	DB01192	validation	training	validation	1
24402	DB00107|DB00575	DB00575	DB00107	validation	test	test	1
24403	DB00575|DB01337	DB00575	DB01337	validation	training	validation	1
24404	DB00575|DB01113	DB00575	DB01113	validation	training	validation	1
24405	DB00417|DB00575	DB00575	DB00417	validation	training	validation	1
24406	DB00575|DB00738	DB00575	DB00738	validation	training	validation	1
24407	DB00575|DB00806	DB00575	DB00806	validation	validation	validation	2
24408	DB00575|DB00850	DB00575	DB00850	validation	test	test	1
24409	DB00575|DB11058	DB00575	DB11058	validation	training	validation	1
24410	DB00575|DB01438	DB00575	DB01438	validation	training	validation	1
24411	DB00575|DB01174	DB00575	DB01174	validation	training	validation	1
24412	DB00575|DB00946	DB00575	DB00946	validation	training	validation	1
24413	DB00388|DB00575	DB00575	DB00388	validation	training	validation	1
24414	DB00252|DB00575	DB00575	DB00252	validation	training	validation	1
24415	DB00575|DB15834	DB00575	DB15834	validation	training	validation	1
24416	DB00575|DB01022	DB00575	DB01022	validation	training	validation	1
24417	DB00554|DB00575	DB00575	DB00554	validation	training	validation	1
24418	DB00009|DB00575	DB00575	DB00009	validation	training	validation	1
24419	DB00575|DB14500	DB00575	DB14500	validation	validation	validation	2
24420	DB00575|DB00761	DB00575	DB00761	validation	training	validation	1
24421	DB00575|DB06812	DB00575	DB06812	validation	training	validation	1
24422	DB00457|DB00575	DB00575	DB00457	validation	training	validation	1
24423	DB00575|DB00860	DB00575	DB00860	validation	training	validation	1
24424	DB00575|DB00635	DB00575	DB00635	validation	training	validation	1
24425	DB00575|DB00794	DB00575	DB00794	validation	training	validation	1
24426	DB00575|DB01032	DB00575	DB01032	validation	test	test	1
24427	DB00575|DB01039	DB00575	DB01039	validation	training	validation	1
24428	DB00433|DB00575	DB00575	DB00433	validation	test	test	1
24429	DB00396|DB00575	DB00575	DB00396	validation	training	validation	1
24430	DB00575|DB01069	DB00575	DB01069	validation	training	validation	1
24431	DB00575|DB01182	DB00575	DB01182	validation	training	validation	1
24432	DB00575|DB00818	DB00575	DB00818	validation	training	validation	1
24433	DB00575|DB00647	DB00575	DB00647	validation	training	validation	1
24434	DB00571|DB00575	DB00575	DB00571	validation	validation	validation	2
24435	DB00575|DB09141	DB00575	DB09141	validation	training	validation	1
24436	DB00575|DB00852	DB00575	DB00852	validation	training	validation	1
24437	DB00575|DB11097	DB00575	DB11097	validation	training	validation	1
24438	DB00545|DB00575	DB00575	DB00545	validation	training	validation	1
24439	DB00575|DB00908	DB00575	DB00908	validation	training	validation	1
24440	DB00468|DB00575	DB00575	DB00468	validation	training	validation	1
24441	DB00575|DB00863	DB00575	DB00863	validation	test	test	1
24442	DB00575|DB00811	DB00575	DB00811	validation	validation	validation	2
24443	DB00575|DB01045	DB00575	DB01045	validation	training	validation	1
24444	DB00575|DB00936	DB00575	DB00936	validation	training	validation	1
24445	DB00575|DB09512	DB00575	DB09512	validation	training	validation	1
24446	DB00575|DB09153	DB00575	DB09153	validation	training	validation	1
24447	DB00575|DB09072	DB00575	DB09072	validation	training	validation	1
24448	DB00489|DB00575	DB00575	DB00489	validation	test	test	1
24449	DB00575|DB06145	DB00575	DB06145	validation	training	validation	1
24450	DB00421|DB00575	DB00575	DB00421	validation	validation	validation	2
24451	DB00575|DB00904	DB00575	DB00904	validation	training	validation	1
24452	DB00575|DB00889	DB00575	DB00889	validation	training	validation	1
24453	DB00575|DB01097	DB00575	DB01097	validation	training	validation	1
24454	DB00575|DB09156	DB00575	DB09156	validation	training	validation	1
24455	DB00575|DB01167	DB00575	DB01167	validation	training	validation	1
24456	DB00555|DB00575	DB00575	DB00555	validation	training	validation	1
24457	DB00455|DB00575	DB00575	DB00455	validation	training	validation	1
24458	DB00575|DB06800	DB00575	DB06800	validation	training	validation	1
24459	DB00575|DB00745	DB00575	DB00745	validation	training	validation	1
24460	DB00575|DB00691	DB00575	DB00691	validation	validation	validation	2
24461	DB00575|DB09242	DB00575	DB09242	validation	training	validation	1
24462	DB00461|DB00575	DB00575	DB00461	validation	training	validation	1
24463	DB00575|DB04861	DB00575	DB04861	validation	test	test	1
24464	DB00575|DB01149	DB00575	DB01149	validation	training	validation	1
24465	DB00575|DB00906	DB00575	DB00906	validation	validation	validation	2
24466	DB00526|DB00575	DB00575	DB00526	validation	training	validation	1
24467	DB00575|DB00991	DB00575	DB00991	validation	training	validation	1
24468	DB00575|DB00776	DB00575	DB00776	validation	training	validation	1
24469	DB00575|DB01062	DB00575	DB01062	validation	training	validation	1
24470	DB00575|DB06285	DB00575	DB06285	validation	test	test	1
24471	DB00575|DB00715	DB00575	DB00715	validation	validation	validation	2
24472	DB00575|DB00758	DB00575	DB00758	validation	training	validation	1
24473	DB00575|DB01132	DB00575	DB01132	validation	training	validation	1
24474	DB00575|DB01291	DB00575	DB01291	validation	training	validation	1
24475	DB00270|DB00575	DB00575	DB00270	validation	training	validation	1
24476	DB00575|DB00881	DB00575	DB00881	validation	test	test	1
24477	DB00178|DB00575	DB00575	DB00178	validation	validation	validation	2
24478	DB00575|DB00877	DB00575	DB00877	validation	training	validation	1
24479	DB00575|DB01220	DB00575	DB01220	validation	training	validation	1
24480	DB00575|DB00734	DB00575	DB00734	validation	training	validation	1
24481	DB00296|DB00575	DB00575	DB00296	validation	test	test	1
24482	DB00465|DB00575	DB00575	DB00465	validation	training	validation	1
24483	DB00243|DB00575	DB00575	DB00243	validation	training	validation	1
24484	DB00575|DB00938	DB00575	DB00938	validation	training	validation	1
24485	DB00017|DB00575	DB00575	DB00017	validation	test	test	1
24486	DB00575|DB11365	DB00575	DB11365	validation	training	validation	1
24487	DB00575|DB01104	DB00575	DB01104	validation	training	validation	1
24488	DB00575|DB01236	DB00575	DB01236	validation	training	validation	1
24489	DB00575|DB00641	DB00575	DB00641	validation	test	test	1
24490	DB00575|DB01390	DB00575	DB01390	validation	training	validation	1
24491	DB00575|DB00669	DB00575	DB00669	validation	validation	validation	2
24492	DB00575|DB01606	DB00575	DB01606	validation	validation	validation	2
24493	DB00575|DB01162	DB00575	DB01162	validation	training	validation	1
24494	DB00575|DB00857	DB00575	DB00857	validation	test	test	1
24495	DB00575|DB01083	DB00575	DB01083	validation	training	validation	1
24496	DB00575|DB06764	DB00575	DB06764	validation	training	validation	1
24497	DB00289|DB00575	DB00575	DB00289	validation	training	validation	1
24498	DB00273|DB00575	DB00575	DB00273	validation	test	test	1
24499	DB00214|DB00575	DB00575	DB00214	validation	test	test	1
24500	DB00519|DB00575	DB00575	DB00519	validation	validation	validation	2
24501	DB00575|DB02650	DB00575	DB02650	validation	test	test	1
24502	DB00575|DB00662	DB00575	DB00662	validation	validation	validation	2
24503	DB00575|DB12661	DB00575	DB12661	validation	test	test	1
24504	DB00285|DB00575	DB00575	DB00285	validation	training	validation	1
24505	DB00425|DB00575	DB00575	DB00425	validation	training	validation	1
24506	DB00575|DB00909	DB00575	DB00909	validation	training	validation	1
24507	DB00575|DB01198	DB00575	DB01198	validation	training	validation	1
24508	DB00575|DB00958	DB00575	DB00958	validation	training	validation	1
24509	DB00575|DB01018	DB00575	DB01018	validation	training	validation	1
24510	DB00575|DB01088	DB00575	DB01088	validation	test	test	1
24511	DB00213|DB00575	DB00575	DB00213	validation	training	validation	1
24512	DB00575|DB13867	DB00575	DB13867	validation	test	test	1
24513	DB00575|DB01095	DB00575	DB01095	validation	training	validation	1
24514	DB00225|DB00575	DB00575	DB00225	validation	training	validation	1
24515	DB00575|DB00814	DB00575	DB00814	validation	test	test	1
24516	DB00575|DB00585	DB00575	DB00585	validation	training	validation	1
24517	DB00575|DB00929	DB00575	DB00929	validation	training	validation	1
24518	DB00575|DB01156	DB00575	DB01156	validation	validation	validation	2
24519	DB00176|DB00575	DB00575	DB00176	validation	training	validation	1
24520	DB00410|DB00575	DB00575	DB00410	validation	training	validation	1
24521	DB00007|DB00575	DB00575	DB00007	validation	training	validation	1
24522	DB00175|DB00575	DB00575	DB00175	validation	training	validation	1
24523	DB00165|DB00575	DB00575	DB00165	validation	training	validation	1
24524	DB00575|DB00654	DB00575	DB00654	validation	training	validation	1
24525	DB00575|DB00631	DB00575	DB00631	validation	training	validation	1
24526	DB00185|DB00575	DB00575	DB00185	validation	training	validation	1
24527	DB00575|DB06288	DB00575	DB06288	validation	training	validation	1
24528	DB00575|DB11093	DB00575	DB11093	validation	training	validation	1
24529	DB00575|DB00633	DB00575	DB00633	validation	training	validation	1
24530	DB00204|DB00575	DB00575	DB00204	validation	test	test	1
24531	DB00575|DB00590	DB00575	DB00590	validation	test	test	1
24532	DB00187|DB00575	DB00575	DB00187	validation	training	validation	1
24533	DB00492|DB00575	DB00575	DB00492	validation	training	validation	1
24534	DB00575|DB01306	DB00575	DB01306	validation	training	validation	1
24535	DB00575|DB00762	DB00575	DB00762	validation	training	validation	1
24536	DB00575|DB00678	DB00575	DB00678	validation	training	validation	1
24537	DB00244|DB00575	DB00575	DB00244	validation	training	validation	1
24538	DB00235|DB00575	DB00575	DB00235	validation	test	test	1
24539	DB00575|DB00790	DB00575	DB00790	validation	validation	validation	2
24540	DB00575|DB09125	DB00575	DB09125	validation	training	validation	1
24541	DB00575|DB09154	DB00575	DB09154	validation	training	validation	1
24542	DB00575|DB00708	DB00575	DB00708	validation	training	validation	1
24543	DB00575|DB01229	DB00575	DB01229	validation	training	validation	1
24544	DB00575|DB06149	DB00575	DB06149	validation	validation	validation	2
24545	DB00575|DB00697	DB00575	DB00697	validation	training	validation	1
24546	DB00575|DB00660	DB00575	DB00660	validation	training	validation	1
24547	DB00575|DB00869	DB00575	DB00869	validation	training	validation	1
24548	DB00575|DB01276	DB00575	DB01276	validation	training	validation	1
24549	DB00334|DB00575	DB00575	DB00334	validation	test	test	1
24550	DB00575|DB01225	DB00575	DB01225	validation	training	validation	1
24551	DB00575|DB06779	DB00575	DB06779	validation	training	validation	1
24552	DB00575|DB00757	DB00575	DB00757	validation	test	test	1
24553	DB00426|DB00575	DB00575	DB00426	validation	validation	validation	2
24554	DB00575|DB00728	DB00575	DB00728	validation	validation	validation	2
24555	DB00575|DB00688	DB00575	DB00688	validation	test	test	1
24556	DB00575|DB00709	DB00575	DB00709	validation	validation	validation	2
24557	DB00575|DB00642	DB00575	DB00642	validation	training	validation	1
24558	DB00575|DB06283	DB00575	DB06283	validation	training	validation	1
24559	DB00575|DB01409	DB00575	DB01409	validation	training	validation	1
24560	DB00177|DB00575	DB00575	DB00177	validation	training	validation	1
24561	DB00377|DB00575	DB00575	DB00377	validation	training	validation	1
24562	DB00575|DB01339	DB00575	DB01339	validation	test	test	1
24563	DB00481|DB00575	DB00575	DB00481	validation	training	validation	1
24564	DB00575|DB01320	DB00575	DB01320	validation	validation	validation	2
24565	DB00268|DB00575	DB00575	DB00268	validation	training	validation	1
24566	DB00476|DB00575	DB00575	DB00476	validation	training	validation	1
24567	DB00575|DB01006	DB00575	DB01006	validation	test	test	1
24568	DB00575|DB00899	DB00575	DB00899	validation	test	test	1
24569	DB00575|DB00912	DB00575	DB00912	validation	validation	validation	2
24570	DB00575|DB00966	DB00575	DB00966	validation	test	test	1
24571	DB00575|DB00577	DB00575	DB00577	validation	training	validation	1
24572	DB00575|DB04854	DB00575	DB04854	validation	test	test	1
24573	DB00575|DB00910	DB00575	DB00910	validation	training	validation	1
24574	DB00575|DB00962	DB00575	DB00962	validation	training	validation	1
24575	DB00559|DB00575	DB00575	DB00559	validation	test	test	1
24576	DB00063|DB00575	DB00575	DB00063	validation	training	validation	1
24577	DB00060|DB00575	DB00575	DB00060	validation	training	validation	1
24578	DB00575|DB00706	DB00575	DB00706	validation	test	test	1
24579	DB00575|DB11089	DB00575	DB11089	validation	test	test	1
24580	DB00575|DB01137	DB00575	DB01137	validation	training	validation	1
24581	DB00575|DB01128	DB00575	DB01128	validation	training	validation	1
24582	DB00575|DB01029	DB00575	DB01029	validation	training	validation	1
24583	DB00412|DB00575	DB00575	DB00412	validation	training	validation	1
24584	DB00575|DB01217	DB00575	DB01217	validation	training	validation	1
24585	DB00503|DB00575	DB00575	DB00503	validation	training	validation	1
24586	DB00575|DB00950	DB00575	DB00950	validation	training	validation	1
24587	DB00575|DB00953	DB00575	DB00953	validation	training	validation	1
24588	DB00471|DB00575	DB00575	DB00471	validation	training	validation	1
24589	DB00575|DB01238	DB00575	DB01238	validation	training	validation	1
24590	DB00575|DB09517	DB00575	DB09517	validation	validation	validation	2
24591	DB00575|DB01024	DB00575	DB01024	validation	training	validation	1
24592	DB00575|DB00731	DB00575	DB00731	validation	training	validation	1
24593	DB00047|DB00575	DB00575	DB00047	validation	test	test	1
24594	DB00575|DB00976	DB00575	DB00976	validation	test	test	1
24595	DB00575|DB00967	DB00575	DB00967	validation	training	validation	1
24596	DB00575|DB01610	DB00575	DB01610	validation	training	validation	1
24597	DB00575|DB00580	DB00575	DB00580	validation	training	validation	1
24598	DB00575|DB00947	DB00575	DB00947	validation	test	test	1
24599	DB00575|DB00619	DB00575	DB00619	validation	training	validation	1
24600	DB00575|DB00736	DB00575	DB00736	validation	training	validation	1
24601	DB00287|DB00575	DB00575	DB00287	validation	training	validation	1
24602	DB00575|DB00905	DB00575	DB00905	validation	validation	validation	2
24603	DB00012|DB00575	DB00575	DB00012	validation	test	test	1
24604	DB00575|DB00700	DB00575	DB00700	validation	training	validation	1
24605	DB00575|DB01098	DB00575	DB01098	validation	training	validation	1
24606	DB00043|DB00575	DB00575	DB00043	validation	test	test	1
24607	DB00575|DB00862	DB00575	DB00862	validation	training	validation	1
24608	DB00002|DB00575	DB00575	DB00002	validation	training	validation	1
24609	DB00565|DB00575	DB00575	DB00565	validation	training	validation	1
24610	DB00275|DB00575	DB00575	DB00275	validation	training	validation	1
24611	DB00575|DB01175	DB00575	DB01175	validation	test	test	1
24612	DB00575|DB01591	DB00575	DB01591	validation	training	validation	1
24613	DB00575|DB09026	DB00575	DB09026	validation	training	validation	1
24614	DB00051|DB00575	DB00575	DB00051	validation	training	validation	1
24615	DB00530|DB00575	DB00575	DB00530	validation	training	validation	1
24616	DB00019|DB00575	DB00575	DB00019	validation	training	validation	1
24617	DB00103|DB00575	DB00575	DB00103	validation	training	validation	1
24618	DB00575|DB00973	DB00575	DB00973	validation	training	validation	1
24619	DB00480|DB00575	DB00575	DB00480	validation	training	validation	1
24620	DB00374|DB00575	DB00575	DB00374	validation	validation	validation	2
24621	DB00575|DB06701	DB00575	DB06701	validation	training	validation	1
24622	DB00108|DB00575	DB00575	DB00108	validation	training	validation	1
24623	DB00575|DB06282	DB00575	DB06282	validation	training	validation	1
24624	DB00575|DB01268	DB00575	DB01268	validation	training	validation	1
24625	DB00188|DB00575	DB00575	DB00188	validation	training	validation	1
24626	DB00575|DB00820	DB00575	DB00820	validation	training	validation	1
24627	DB00575|DB06403	DB00575	DB06403	validation	training	validation	1
24628	DB00575|DB01309	DB00575	DB01309	validation	training	validation	1
24629	DB00575|DB01012	DB00575	DB01012	validation	training	validation	1
24630	DB00402|DB00575	DB00575	DB00402	validation	training	validation	1
24631	DB00575|DB06215	DB00575	DB06215	validation	training	validation	1
24632	DB00575|DB06655	DB00575	DB06655	validation	validation	validation	2
24633	DB00575|DB01259	DB00575	DB01259	validation	test	test	1
24634	DB00575|DB09539	DB00575	DB09539	validation	training	validation	1
24635	DB00398|DB00575	DB00575	DB00398	validation	test	test	1
24636	DB00575|DB04896	DB00575	DB04896	validation	training	validation	1
24637	DB00575|DB01273	DB00575	DB01273	validation	training	validation	1
24638	DB00575|DB01257	DB00575	DB01257	validation	training	validation	1
24639	DB00575|DB01261	DB00575	DB01261	validation	test	test	1
24640	DB00575|DB01270	DB00575	DB01270	validation	test	test	1
24641	DB00575|DB00980	DB00575	DB00980	validation	training	validation	1
24642	DB00575|DB06273	DB00575	DB06273	validation	test	test	1
24643	DB00575|DB06209	DB00575	DB06209	validation	test	test	1
24644	DB00575|DB01609	DB00575	DB01609	validation	training	validation	1
24645	DB00575|DB04835	DB00575	DB04835	validation	training	validation	1
24646	DB00575|DB01046	DB00575	DB01046	validation	training	validation	1
24647	DB00575|DB06218	DB00575	DB06218	validation	test	test	1
24648	DB00575|DB06413	DB00575	DB06413	validation	training	validation	1
24649	DB00575|DB04868	DB00575	DB04868	validation	validation	validation	2
24650	DB00575|DB01267	DB00575	DB01267	validation	training	validation	1
24651	DB00575|DB01255	DB00575	DB01255	validation	training	validation	1
24652	DB00575|DB08904	DB00575	DB08904	validation	training	validation	1
24653	DB00575|DB06589	DB00575	DB06589	validation	training	validation	1
24654	DB00575|DB09107	DB00575	DB09107	validation	test	test	1
24655	DB00575|DB06700	DB00575	DB06700	validation	test	test	1
24656	DB00413|DB00575	DB00575	DB00413	validation	training	validation	1
24657	DB00575|DB06204	DB00575	DB06204	validation	training	validation	1
24658	DB00575|DB05332	DB00575	DB05332	validation	training	validation	1
24659	DB00575|DB05351	DB00575	DB05351	validation	training	validation	1
24660	DB00062|DB00575	DB00575	DB00062	validation	training	validation	1
24661	DB00575|DB06637	DB00575	DB06637	validation	training	validation	1
24662	DB00575|DB06643	DB00575	DB06643	validation	test	test	1
24663	DB00404|DB13256	DB13256	DB00404	test	test	test	2
24664	DB00363|DB13256	DB13256	DB00363	test	training	test	1
24665	DB00829|DB13256	DB13256	DB00829	test	training	test	1
24666	DB00690|DB13256	DB13256	DB00690	test	test	test	2
24667	DB00502|DB13256	DB13256	DB00502	test	training	test	1
24668	DB00186|DB13256	DB13256	DB00186	test	training	test	1
24669	DB00331|DB13256	DB13256	DB00331	test	training	test	1
24670	DB00333|DB13256	DB13256	DB00333	test	test	test	2
24671	DB00555|DB13256	DB13256	DB00555	test	training	test	1
24672	DB00285|DB13256	DB13256	DB00285	test	training	test	1
24673	DB00213|DB13256	DB13256	DB00213	test	training	test	1
24674	DB06288|DB13256	DB13256	DB06288	test	training	test	1
24675	DB01224|DB13256	DB13256	DB01224	test	training	test	1
24676	DB00334|DB13256	DB13256	DB00334	test	test	test	2
24677	DB01238|DB13256	DB13256	DB01238	test	training	test	1
24678	DB01175|DB13256	DB13256	DB01175	test	test	test	2
24679	DB00437|DB01559	DB01559	DB00437	training	training	training	0
24680	DB00404|DB01559	DB01559	DB00404	training	test	test	1
24681	DB00321|DB01559	DB01559	DB00321	training	training	training	0
24682	DB01234|DB01559	DB01559	DB01234	training	validation	validation	1
24683	DB00586|DB01559	DB01559	DB00586	training	training	training	0
24684	DB00390|DB01559	DB01559	DB00390	training	training	training	0
24685	DB01184|DB01559	DB01559	DB01184	training	training	training	0
24686	DB00927|DB01559	DB01559	DB00927	training	training	training	0
24687	DB00813|DB01559	DB01559	DB00813	training	training	training	0
24688	DB01544|DB01559	DB01559	DB01544	training	training	training	0
24689	DB00695|DB01559	DB01559	DB00695	training	test	test	1
24690	DB01559|DB09401	DB01559	DB09401	training	validation	validation	1
24691	DB00186|DB01559	DB01559	DB00186	training	training	training	0
24692	DB01377|DB01559	DB01559	DB01377	training	test	test	1
24693	DB00934|DB01559	DB01559	DB00934	training	training	training	0
24694	DB00331|DB01559	DB01559	DB00331	training	training	training	0
24695	DB00959|DB01559	DB01559	DB00959	training	training	training	0
24696	DB01233|DB01559	DB01559	DB01233	training	training	training	0
24697	DB01115|DB01559	DB01559	DB01115	training	training	training	0
24698	DB00338|DB01559	DB01559	DB00338	training	training	training	0
24699	DB01174|DB01559	DB01559	DB01174	training	training	training	0
24700	DB00761|DB01559	DB01559	DB00761	training	training	training	0
24701	DB00860|DB01559	DB01559	DB00860	training	training	training	0
24702	DB00811|DB01559	DB01559	DB00811	training	validation	validation	1
24703	DB00421|DB01559	DB01559	DB00421	training	validation	validation	1
24704	DB01559|DB09212	DB01559	DB09212	training	training	training	0
24705	DB01559|DB03614	DB01559	DB03614	training	validation	validation	1
24706	DB01559|DB09220	DB01559	DB09220	training	training	training	0
24707	DB00715|DB01559	DB01559	DB00715	training	validation	validation	1
24708	DB00734|DB01559	DB01559	DB00734	training	training	training	0
24709	DB01104|DB01559	DB01559	DB01104	training	training	training	0
24710	DB00641|DB01559	DB01559	DB00641	training	test	test	1
24711	DB00425|DB01559	DB01559	DB00425	training	training	training	0
24712	DB01198|DB01559	DB01559	DB01198	training	training	training	0
24713	DB00176|DB01559	DB01559	DB00176	training	training	training	0
24714	DB00590|DB01559	DB01559	DB00590	training	test	test	1
24715	DB00177|DB01559	DB01559	DB00177	training	training	training	0
24716	DB00476|DB01559	DB01559	DB00476	training	training	training	0
24717	DB00966|DB01559	DB01559	DB00966	training	test	test	1
24718	DB00706|DB01559	DB01559	DB00706	training	test	test	1
24719	DB01137|DB01559	DB01559	DB01137	training	training	training	0
24720	DB01098|DB01559	DB01559	DB01098	training	training	training	0
24721	DB00275|DB01559	DB01559	DB00275	training	training	training	0
24722	DB01175|DB01559	DB01559	DB01175	training	test	test	1
24723	DB01559|DB01591	DB01559	DB01591	training	training	training	0
24724	DB00257|DB00787	DB00257	DB00787	training	test	test	1
24725	DB00257|DB00640	DB00257	DB00640	training	training	training	0
24726	DB00257|DB01001	DB00257	DB01001	training	test	test	1
24727	DB00257|DB00437	DB00257	DB00437	training	training	training	0
24728	DB00257|DB00404	DB00257	DB00404	training	test	test	1
24729	DB00257|DB00594	DB00257	DB00594	training	validation	validation	1
24730	DB00257|DB01118	DB00257	DB01118	training	training	training	0
24731	DB00257|DB00321	DB00257	DB00321	training	training	training	0
24732	DB00257|DB00363	DB00257	DB00363	training	training	training	0
24733	DB00257|DB01394	DB00257	DB01394	training	training	training	0
24734	DB00257|DB01176	DB00257	DB01176	training	test	test	1
24735	DB00091|DB00257	DB00257	DB00091	training	validation	validation	1
24736	DB00257|DB00987	DB00257	DB00987	training	training	training	0
24737	DB00250|DB00257	DB00257	DB00250	training	training	training	0
24738	DB00257|DB00694	DB00257	DB00694	training	training	training	0
24739	DB00257|DB01234	DB00257	DB01234	training	validation	validation	1
24740	DB00257|DB00829	DB00257	DB00829	training	training	training	0
24741	DB00257|DB00586	DB00257	DB00586	training	training	training	0
24742	DB00257|DB00804	DB00257	DB00804	training	training	training	0
24743	DB00257|DB00390	DB00257	DB00390	training	training	training	0
24744	DB00257|DB00327	DB00257	DB00327	training	training	training	0
24745	DB00257|DB00343	DB00257	DB00343	training	training	training	0
24746	DB00257|DB01075	DB00257	DB01075	training	training	training	0
24747	DB00257|DB01081	DB00257	DB01081	training	training	training	0
24748	DB00257|DB01184	DB00257	DB01184	training	training	training	0
24749	DB00257|DB01142	DB00257	DB01142	training	training	training	0
24750	DB00257|DB00997	DB00257	DB00997	training	training	training	0
24751	DB00257|DB01127	DB00257	DB01127	training	test	test	1
24752	DB00257|DB00584	DB00257	DB00584	training	training	training	0
24753	DB00257|DB00668	DB00257	DB00668	training	test	test	1
24754	DB00153|DB00257	DB00257	DB00153	training	training	training	0
24755	DB00199|DB00257	DB00257	DB00199	training	validation	validation	1
24756	DB00257|DB00783	DB00257	DB00783	training	validation	validation	1
24757	DB00257|DB00286	DB00257	DB00286	training	training	training	0
24758	DB00257|DB00330	DB00257	DB00330	training	training	training	0
24759	DB00257|DB00977	DB00257	DB00977	training	training	training	0
24760	DB00257|DB00773	DB00257	DB00773	training	training	training	0
24761	DB00257|DB00927	DB00257	DB00927	training	training	training	0
24762	DB00257|DB00813	DB00257	DB00813	training	training	training	0
24763	DB00196|DB00257	DB00257	DB00196	training	training	training	0
24764	DB00257|DB01047	DB00257	DB01047	training	training	training	0
24765	DB00257|DB00544	DB00257	DB00544	training	test	test	1
24766	DB00257|DB00472	DB00257	DB00472	training	training	training	0
24767	DB00158|DB00257	DB00257	DB00158	training	test	test	1
24768	DB00257|DB00695	DB00257	DB00695	training	test	test	1
24769	DB00257|DB01004	DB00257	DB01004	training	training	training	0
24770	DB00257|DB01016	DB00257	DB01016	training	validation	validation	1
24771	DB00257|DB01067	DB00257	DB01067	training	training	training	0
24772	DB00257|DB01296	DB00257	DB01296	training	test	test	1
24773	DB00257|DB00727	DB00257	DB00727	training	training	training	0
24774	DB00257|DB00874	DB00257	DB00874	training	test	test	1
24775	DB00257|DB00502	DB00257	DB00502	training	training	training	0
24776	DB00257|DB01109	DB00257	DB01109	training	training	training	0
24777	DB00257|DB01275	DB00257	DB01275	training	test	test	1
24778	DB00257|DB00999	DB00257	DB00999	training	training	training	0
24779	DB00257|DB00956	DB00257	DB00956	training	training	training	0
24780	DB00257|DB00741	DB00257	DB00741	training	test	test	1
24781	DB00257|DB01611	DB00257	DB01611	training	training	training	0
24782	DB00257|DB00557	DB00257	DB00557	training	training	training	0
24783	DB00257|DB01050	DB00257	DB01050	training	validation	validation	1
24784	DB00257|DB00328	DB00257	DB00328	training	test	test	1
24785	DB00257|DB09401	DB00257	DB09401	training	validation	validation	1
24786	DB00257|DB00883	DB00257	DB00883	training	test	test	1
24787	DB00257|DB01026	DB00257	DB01026	training	training	training	0
24788	DB00257|DB00598	DB00257	DB00598	training	training	training	0
24789	DB00257|DB15823	DB00257	DB15823	training	training	training	0
24790	DB00257|DB00581	DB00257	DB00581	training	training	training	0
24791	DB00257|DB00650	DB00257	DB00650	training	training	training	0
24792	DB00257|DB00367	DB00257	DB00367	training	training	training	0
24793	DB00257|DB01235	DB00257	DB01235	training	training	training	0
