pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	split
19604	DB00673|DB00878	DB00878	DB00673	training
19605	DB00188|DB00878	DB00878	DB00188	test
19606	DB00820|DB00878	DB00878	DB00820	training
19607	DB00878|DB01264	DB00878	DB01264	training
19608	DB00402|DB00878	DB00878	DB00402	test
19609	DB00878|DB01259	DB00878	DB01259	training
19610	DB00878|DB09539	DB00878	DB09539	test
19611	DB00398|DB00878	DB00878	DB00398	training
19612	DB00878|DB01273	DB00878	DB01273	training
19613	DB00878|DB01609	DB00878	DB01609	test
19614	DB00878|DB06287	DB00878	DB06287	training
19615	DB00878|DB04868	DB00878	DB04868	training
19616	DB00062|DB00878	DB00878	DB00062	training
19617	DB00878|DB08935	DB00878	DB08935	training
19618	DB00829|DB06470	DB06470	DB00829	training
19619	DB00472|DB06470	DB06470	DB00472	training
19620	DB00695|DB06470	DB06470	DB00695	training
19621	DB00557|DB06470	DB06470	DB00557	training
19622	DB00338|DB06470	DB06470	DB00338	training
19623	DB00842|DB06470	DB06470	DB00842	training
19624	DB00777|DB06470	DB06470	DB00777	validation
19625	DB00273|DB06470	DB06470	DB00273	training
19626	DB01198|DB06470	DB06470	DB01198	validation
19627	DB01224|DB06470	DB06470	DB01224	training
19628	DB00334|DB06470	DB06470	DB00334	validation
19629	DB01267|DB06470	DB06470	DB01267	training
19630	DB01001|DB01178	DB01178	DB01001	training
19631	DB01175|DB01178	DB01178	DB01175	training
19632	DB00608|DB01131	DB01131	DB00608	training
19633	DB00537|DB01131	DB01131	DB00537	validation
19634	DB00977|DB01131	DB01131	DB00977	validation
19635	DB00836|DB01131	DB01131	DB00836	test
19636	DB00358|DB01131	DB01131	DB00358	training
19637	DB00916|DB01131	DB01131	DB00916	test
19638	DB00338|DB01131	DB01131	DB00338	test
19639	DB00455|DB01131	DB01131	DB00455	training
19640	DB00178|DB01131	DB01131	DB00178	training
19641	DB01104|DB01131	DB01131	DB01104	training
19642	DB01131|DB01156	DB01131	DB01156	training
19643	DB01117|DB01131	DB01131	DB01117	test
19644	DB00736|DB01131	DB01131	DB00736	test
19645	DB00437|DB00608	DB00608	DB00437	test
19646	DB00404|DB00608	DB00608	DB00404	training
19647	DB00321|DB00608	DB00608	DB00321	test
19648	DB00537|DB00608	DB00608	DB00537	test
19649	DB00215|DB00608	DB00608	DB00215	training
19650	DB00608|DB01068	DB00608	DB01068	training
19651	DB00608|DB01394	DB00608	DB01394	test
19652	DB00608|DB14681	DB00608	DB14681	training
19653	DB00091|DB00608	DB00608	DB00091	training
19654	DB00608|DB00829	DB00608	DB00829	training
19655	DB00586|DB00608	DB00608	DB00586	validation
19656	DB00390|DB00608	DB00608	DB00390	training
19657	DB00608|DB01075	DB00608	DB01075	training
19658	DB00608|DB01184	DB00608	DB01184	training
19659	DB00584|DB00608	DB00608	DB00584	training
19660	DB00608|DB00977	DB00608	DB00977	test
19661	DB00608|DB00927	DB00608	DB00927	training
19662	DB00608|DB00813	DB00608	DB00813	training
19663	DB00472|DB00608	DB00608	DB00472	training
19664	DB00158|DB00608	DB00608	DB00158	training
19665	DB00608|DB00695	DB00608	DB00695	test
19666	DB00608|DB00999	DB00608	DB00999	test
19667	DB00608|DB01611	DB00608	DB01611	training
19668	DB00608|DB01050	DB00608	DB01050	training
19669	DB00186|DB00608	DB00608	DB00186	test
19670	DB00331|DB00608	DB00608	DB00331	training
19671	DB00563|DB00608	DB00608	DB00563	training
19672	DB00608|DB00959	DB00608	DB00959	validation
19673	DB00264|DB00608	DB00608	DB00264	training
19674	DB00608|DB00916	DB00608	DB00916	test
19675	DB00608|DB00788	DB00608	DB00788	training
19676	DB00338|DB00608	DB00608	DB00338	training
19677	DB00554|DB00608	DB00608	DB00554	training
19678	DB00608|DB00860	DB00608	DB00860	test
19679	DB00608|DB00635	DB00608	DB00635	training
19680	DB00608|DB01087	DB00608	DB01087	training
19681	DB00571|DB00608	DB00608	DB00571	training
19682	DB00608|DB00863	DB00608	DB00863	validation
19683	DB00608|DB00795	DB00608	DB00795	training
19684	DB00421|DB00608	DB00608	DB00421	training
19685	DB00608|DB00996	DB00608	DB00996	training
19686	DB00608|DB01097	DB00608	DB01097	test
19687	DB00608|DB00715	DB00608	DB00715	training
19688	DB00608|DB00758	DB00608	DB00758	validation
19689	DB00608|DB01104	DB00608	DB01104	training
19690	DB00608|DB00641	DB00608	DB00641	training
19691	DB00425|DB00608	DB00608	DB00425	training
19692	DB00213|DB00608	DB00608	DB00213	training
19693	DB00608|DB00814	DB00608	DB00814	test
19694	DB00175|DB00608	DB00608	DB00175	training
19695	DB00608|DB00678	DB00608	DB00678	validation
19696	DB00608|DB00688	DB00608	DB00688	training
19697	DB00608|DB01409	DB00608	DB01409	training
19698	DB00177|DB00608	DB00608	DB00177	training
19699	DB00476|DB00608	DB00608	DB00476	training
19700	DB00608|DB01137	DB00608	DB01137	training
19701	DB00608|DB00736	DB00608	DB00736	test
19702	DB00608|DB01098	DB00608	DB01098	training
19703	DB00608|DB01175	DB00608	DB01175	training
19704	DB00051|DB00608	DB00608	DB00051	test
19705	DB00608|DB06273	DB00608	DB06273	training
19706	DB00608|DB01281	DB00608	DB01281	training
19707	DB00608|DB06674	DB00608	DB06674	test
19708	DB00787|DB00880	DB00880	DB00787	training
19709	DB00880|DB01001	DB00880	DB01001	validation
19710	DB00437|DB00880	DB00880	DB00437	training
19711	DB00880|DB01118	DB00880	DB01118	test
19712	DB00880|DB01068	DB00880	DB01068	training
19713	DB00575|DB00880	DB00880	DB00575	test
19714	DB00880|DB01234	DB00880	DB01234	validation
19715	DB00390|DB00880	DB00880	DB00390	training
19716	DB00343|DB00880	DB00880	DB00343	training
19717	DB00880|DB01075	DB00880	DB01075	training
19718	DB00841|DB00880	DB00880	DB00841	training
19719	DB00880|DB00988	DB00880	DB00988	training
19720	DB00584|DB00880	DB00880	DB00584	training
19721	DB00668|DB00880	DB00880	DB00668	training
19722	DB00880|DB00927	DB00880	DB00927	training
19723	DB00813|DB00880	DB00880	DB00813	training
19724	DB00196|DB00880	DB00880	DB00196	training
19725	DB00695|DB00880	DB00880	DB00695	training
19726	DB00880|DB01109	DB00880	DB01109	test
19727	DB00880|DB00999	DB00880	DB00999	test
19728	DB00741|DB00880	DB00880	DB00741	training
19729	DB00581|DB00880	DB00880	DB00581	test
19730	DB00836|DB00880	DB00880	DB00836	training
19731	DB00186|DB00880	DB00880	DB00186	training
19732	DB00331|DB00880	DB00880	DB00331	training
19733	DB00333|DB00880	DB00880	DB00333	training
19734	DB00880|DB00959	DB00880	DB00959	training
19735	DB00880|DB01233	DB00880	DB01233	training
19736	DB00524|DB00880	DB00880	DB00524	training
19737	DB00264|DB00880	DB00880	DB00264	training
19738	DB00880|DB00916	DB00880	DB00916	training
19739	DB00683|DB00880	DB00880	DB00683	training
19740	DB00295|DB00880	DB00880	DB00295	test
19741	DB00332|DB00880	DB00880	DB00332	training
19742	DB00880|DB01115	DB00880	DB01115	training
19743	DB00646|DB00880	DB00880	DB00646	training
19744	DB00338|DB00880	DB00880	DB00338	validation
19745	DB00761|DB00880	DB00880	DB00761	training
19746	DB00635|DB00880	DB00880	DB00635	training
19747	DB00863|DB00880	DB00880	DB00863	training
19748	DB00880|DB09153	DB00880	DB09153	training
19749	DB00421|DB00880	DB00880	DB00421	training
19750	DB00880|DB00996	DB00880	DB00996	training
19751	DB00880|DB00904	DB00880	DB00904	training
19752	DB00178|DB00880	DB00880	DB00178	training
19753	DB00880|DB00938	DB00880	DB00938	training
19754	DB00641|DB00880	DB00880	DB00641	training
19755	DB00880|DB02650	DB00880	DB02650	training
19756	DB00880|DB13867	DB00880	DB13867	training
19757	DB00678|DB00880	DB00880	DB00678	validation
19758	DB00235|DB00880	DB00880	DB00235	test
19759	DB00177|DB00880	DB00880	DB00177	training
19760	DB00559|DB00880	DB00880	DB00559	training
19761	DB00880|DB11089	DB00880	DB11089	test
19762	DB00880|DB01137	DB00880	DB01137	test
19763	DB00736|DB00880	DB00880	DB00736	training
19764	DB00880|DB01098	DB00880	DB01098	training
19765	DB00062|DB00880	DB00880	DB00062	training
19766	DB00586|DB00856	DB00856	DB00586	training
19767	DB00856|DB09212	DB00856	DB09212	training
19768	DB00787|DB01114	DB01114	DB00787	training
19769	DB01001|DB01114	DB01114	DB01001	training
19770	DB00898|DB01114	DB01114	DB00898	training
19771	DB00437|DB01114	DB01114	DB00437	test
19772	DB00404|DB01114	DB01114	DB00404	training
19773	DB00915|DB01114	DB01114	DB00915	training
19774	DB00479|DB01114	DB01114	DB00479	training
19775	DB00594|DB01114	DB01114	DB00594	test
19776	DB01114|DB01118	DB01114	DB01118	training
19777	DB00321|DB01114	DB01114	DB00321	training
19778	DB00477|DB01114	DB01114	DB00477	training
19779	DB01114|DB09301	DB01114	DB09301	test
19780	DB00501|DB01114	DB01114	DB00501	training
19781	DB00537|DB01114	DB01114	DB00537	training
19782	DB00515|DB01114	DB01114	DB00515	training
19783	DB00215|DB01114	DB01114	DB00215	training
19784	DB00283|DB01114	DB01114	DB00283	training
19785	DB01114|DB01190	DB01114	DB01190	test
19786	DB01068|DB01114	DB01114	DB01068	training
19787	DB00575|DB01114	DB01114	DB00575	training
19788	DB00257|DB01114	DB01114	DB00257	validation
19789	DB00363|DB01114	DB01114	DB00363	training
19790	DB00907|DB01114	DB01114	DB00907	training
19791	DB01114|DB01394	DB01114	DB01394	training
19792	DB00803|DB01114	DB01114	DB00803	training
19793	DB01114|DB01176	DB01114	DB01176	training
19794	DB00091|DB01114	DB01114	DB00091	training
19795	DB00987|DB01114	DB01114	DB00987	training
19796	DB00250|DB01114	DB01114	DB00250	validation
19797	DB00694|DB01114	DB01114	DB00694	training
19798	DB01114|DB01260	DB01114	DB01260	training
19799	DB01114|DB01234	DB01114	DB01234	training
19800	DB01114|DB01576	DB01114	DB01576	test
19801	DB00514|DB01114	DB01114	DB00514	training
19802	DB00829|DB01114	DB01114	DB00829	training
19803	DB00586|DB01114	DB01114	DB00586	training
19804	DB00804|DB01114	DB01114	DB00804	training
19805	DB00390|DB01114	DB01114	DB00390	training
19806	DB00327|DB01114	DB01114	DB00327	training
19807	DB00343|DB01114	DB01114	DB00343	validation
19808	DB00985|DB01114	DB01114	DB00985	training
19809	DB01075|DB01114	DB01114	DB01075	training
19810	DB01081|DB01114	DB01114	DB01081	test
19811	DB01114|DB01184	DB01114	DB01184	training
19812	DB00988|DB01114	DB01114	DB00988	training
19813	DB01114|DB01142	DB01114	DB01142	validation
19814	DB00997|DB01114	DB01114	DB00997	training
19815	DB00366|DB01114	DB01114	DB00366	training
19816	DB01114|DB01127	DB01114	DB01127	training
19817	DB00584|DB01114	DB01114	DB00584	training
19818	DB00668|DB01114	DB01114	DB00668	training
19819	DB00445|DB01114	DB01114	DB00445	training
19820	DB00153|DB01114	DB01114	DB00153	training
19821	DB00199|DB01114	DB01114	DB00199	test
19822	DB00783|DB01114	DB01114	DB00783	training
19823	DB00286|DB01114	DB01114	DB00286	training
19824	DB00977|DB01114	DB01114	DB00977	training
19825	DB00773|DB01114	DB01114	DB00773	validation
19826	DB00927|DB01114	DB01114	DB00927	training
19827	DB01114|DB11133	DB01114	DB11133	training
19828	DB01023|DB01114	DB01114	DB01023	training
19829	DB00813|DB01114	DB01114	DB00813	validation
19830	DB00196|DB01114	DB01114	DB00196	test
19831	DB01047|DB01114	DB01114	DB01047	training
19832	DB00544|DB01114	DB01114	DB00544	training
19833	DB00472|DB01114	DB01114	DB00472	training
19834	DB00158|DB01114	DB01114	DB00158	training
19835	DB00695|DB01114	DB01114	DB00695	training
19836	DB01004|DB01114	DB01114	DB01004	training
19837	DB01114|DB01241	DB01114	DB01241	training
19838	DB01016|DB01114	DB01114	DB01016	training
19839	DB01114|DB01120	DB01114	DB01120	training
19840	DB01067|DB01114	DB01114	DB01067	training
19841	DB01114|DB01296	DB01114	DB01296	training
19842	DB00727|DB01114	DB01114	DB00727	training
19843	DB00874|DB01114	DB01114	DB00874	training
19844	DB00502|DB01114	DB01114	DB00502	training
19845	DB01109|DB01114	DB01114	DB01109	training
19846	DB00999|DB01114	DB01114	DB00999	training
19847	DB00956|DB01114	DB01114	DB00956	training
19848	DB00741|DB01114	DB01114	DB00741	training
19849	DB01114|DB01611	DB01114	DB01611	validation
19850	DB01005|DB01114	DB01114	DB01005	training
19851	DB00557|DB01114	DB01114	DB00557	training
19852	DB01050|DB01114	DB01114	DB01050	test
19853	DB01114|DB01181	DB01114	DB01181	test
19854	DB00458|DB01114	DB01114	DB00458	training
19855	DB00808|DB01114	DB01114	DB00808	test
19856	DB00328|DB01114	DB01114	DB00328	training
19857	DB01114|DB09401	DB01114	DB09401	training
19858	DB00883|DB01114	DB01114	DB00883	training
19859	DB00982|DB01114	DB01114	DB00982	test
19860	DB01114|DB01221	DB01114	DB01221	test
19861	DB01026|DB01114	DB01114	DB01026	validation
19862	DB01009|DB01114	DB01114	DB01009	training
19863	DB00598|DB01114	DB01114	DB00598	training
19864	DB01114|DB15823	DB01114	DB15823	validation
19865	DB00581|DB01114	DB01114	DB00581	training
19866	DB00650|DB01114	DB01114	DB00650	test
19867	DB00367|DB01114	DB01114	DB00367	training
19868	DB01114|DB01235	DB01114	DB01235	test
19869	DB00281|DB01114	DB01114	DB00281	training
19870	DB00836|DB01114	DB01114	DB00836	test
19871	DB00186|DB01114	DB01114	DB00186	training
19872	DB00227|DB01114	DB01114	DB00227	training
19873	DB00256|DB01114	DB01114	DB00256	training
19874	DB01114|DB14513	DB01114	DB14513	test
19875	DB01114|DB09104	DB01114	DB09104	training
19876	DB01114|DB01377	DB01114	DB01377	training
19877	DB00737|DB01114	DB01114	DB00737	training
19878	DB01065|DB01114	DB01114	DB01065	training
19879	DB01042|DB01114	DB01114	DB01042	training
19880	DB00454|DB01114	DB01114	DB00454	validation
19881	DB00331|DB01114	DB01114	DB00331	training
19882	DB00333|DB01114	DB01114	DB00333	training
19883	DB01114|DB01577	DB01114	DB01577	training
19884	DB00423|DB01114	DB01114	DB00423	training
19885	DB00563|DB01114	DB01114	DB00563	training
19886	DB00422|DB01114	DB01114	DB00422	training
19887	DB00959|DB01114	DB01114	DB00959	test
19888	DB01114|DB01233	DB01114	DB01233	training
19889	DB00524|DB01114	DB01114	DB00524	training
19890	DB00264|DB01114	DB01114	DB00264	training
19891	DB00916|DB01114	DB01114	DB00916	training
19892	DB01110|DB01114	DB01114	DB01110	training
19893	DB00683|DB01114	DB01114	DB00683	test
19894	DB01114|DB01204	DB01114	DB01204	training
19895	DB00295|DB01114	DB01114	DB00295	test
19896	DB00332|DB01114	DB01114	DB00332	training
19897	DB00788|DB01114	DB01114	DB00788	test
19898	DB00627|DB01114	DB01114	DB00627	training
19899	DB01114|DB01115	DB01114	DB01115	validation
19900	DB01114|DB01595	DB01114	DB01595	training
19901	DB00717|DB01114	DB01114	DB00717	training
19902	DB00540|DB01114	DB01114	DB00540	test
19903	DB00646|DB01114	DB01114	DB00646	training
19904	DB00338|DB01114	DB01114	DB00338	test
19905	DB00816|DB01114	DB01114	DB00816	training
19906	DB00497|DB01114	DB01114	DB00497	validation
19907	DB01114|DB09140	DB01114	DB09140	training
19908	DB01114|DB01192	DB01114	DB01192	training
19909	DB00417|DB01114	DB01114	DB00417	training
19910	DB00738|DB01114	DB01114	DB00738	validation
19911	DB00652|DB01114	DB01114	DB00652	test
19912	DB01114|DB11058	DB01114	DB11058	training
19913	DB01114|DB01438	DB01114	DB01438	training
19914	DB01114|DB01174	DB01114	DB01174	validation
19915	DB00388|DB01114	DB01114	DB00388	training
19916	DB00397|DB01114	DB01114	DB00397	training
19917	DB00252|DB01114	DB01114	DB00252	test
19918	DB01022|DB01114	DB01114	DB01022	validation
19919	DB00554|DB01114	DB01114	DB00554	training
19920	DB01114|DB14500	DB01114	DB14500	training
19921	DB00761|DB01114	DB01114	DB00761	training
19922	DB00860|DB01114	DB01114	DB00860	test
19923	DB00635|DB01114	DB01114	DB00635	test
19924	DB01039|DB01114	DB01114	DB01039	training
19925	DB00433|DB01114	DB01114	DB00433	training
19926	DB00387|DB01114	DB01114	DB00387	test
19927	DB01069|DB01114	DB01114	DB01069	training
19928	DB00818|DB01114	DB01114	DB00818	validation
19929	DB00647|DB01114	DB01114	DB00647	test
19930	DB00571|DB01114	DB01114	DB00571	training
19931	DB00852|DB01114	DB01114	DB00852	test
19932	DB01114|DB11097	DB01114	DB11097	training
19933	DB00468|DB01114	DB01114	DB00468	training
19934	DB00863|DB01114	DB01114	DB00863	training
19935	DB00811|DB01114	DB01114	DB00811	test
19936	DB01045|DB01114	DB01114	DB01045	training
19937	DB00795|DB01114	DB01114	DB00795	training
19938	DB01114|DB05245	DB01114	DB05245	test
19939	DB01114|DB09512	DB01114	DB09512	training
19940	DB01114|DB09153	DB01114	DB09153	training
19941	DB01114|DB09072	DB01114	DB09072	training
19942	DB00489|DB01114	DB01114	DB00489	test
19943	DB00421|DB01114	DB01114	DB00421	training
19944	DB01073|DB01114	DB01114	DB01073	training
19945	DB01114|DB01216	DB01114	DB01216	training
19946	DB00535|DB01114	DB01114	DB00535	test
19947	DB00983|DB01114	DB01114	DB00983	training
19948	DB00996|DB01114	DB01114	DB00996	training
19949	DB00222|DB01114	DB01114	DB00222	training
19950	DB00904|DB01114	DB01114	DB00904	test
19951	DB00889|DB01114	DB01114	DB00889	test
19952	DB01097|DB01114	DB01114	DB01097	test
19953	DB01114|DB11699	DB01114	DB11699	training
19954	DB01114|DB01167	DB01114	DB01167	validation
19955	DB00555|DB01114	DB01114	DB00555	training
19956	DB00455|DB01114	DB01114	DB00455	training
19957	DB01114|DB09212	DB01114	DB09212	training
19958	DB01114|DB03614	DB01114	DB03614	training
19959	DB00745|DB01114	DB01114	DB00745	training
19960	DB00461|DB01114	DB01114	DB00461	test
19961	DB01114|DB01149	DB01114	DB01149	training
19962	DB01114|DB09220	DB01114	DB09220	training
19963	DB00526|DB01114	DB01114	DB00526	validation
19964	DB01062|DB01114	DB01114	DB01062	training
19965	DB01114|DB11190	DB01114	DB11190	training
19966	DB01114|DB06285	DB01114	DB06285	training
19967	DB00715|DB01114	DB01114	DB00715	training
19968	DB00758|DB01114	DB01114	DB00758	training
19969	DB01114|DB09209	DB01114	DB09209	validation
19970	DB01114|DB01132	DB01114	DB01132	training
19971	DB00881|DB01114	DB01114	DB00881	training
19972	DB00604|DB01114	DB01114	DB00604	test
19973	DB00178|DB01114	DB01114	DB00178	training
19974	DB00734|DB01114	DB01114	DB00734	training
19975	DB00465|DB01114	DB01114	DB00465	test
19976	DB00938|DB01114	DB01114	DB00938	training
19977	DB01114|DB11365	DB01114	DB11365	test
19978	DB01104|DB01114	DB01114	DB01104	validation
19979	DB00641|DB01114	DB01114	DB00641	test
19980	DB01114|DB01390	DB01114	DB01390	training
19981	DB00669|DB01114	DB01114	DB00669	training
19982	DB01114|DB01606	DB01114	DB01606	training
19983	DB01114|DB01162	DB01114	DB01162	validation
19984	DB00857|DB01114	DB01114	DB00857	training
19985	DB01083|DB01114	DB01114	DB01083	test
19986	DB00289|DB01114	DB01114	DB00289	training
19987	DB00273|DB01114	DB01114	DB00273	training
19988	DB00214|DB01114	DB01114	DB00214	training
19989	DB00361|DB01114	DB01114	DB00361	training
19990	DB00285|DB01114	DB01114	DB00285	training
19991	DB00425|DB01114	DB01114	DB00425	test
19992	DB01114|DB01198	DB01114	DB01198	training
19993	DB00213|DB01114	DB01114	DB00213	training
19994	DB01114|DB13867	DB01114	DB13867	training
19995	DB00814|DB01114	DB01114	DB00814	test
19996	DB00929|DB01114	DB01114	DB00929	training
19997	DB01114|DB01156	DB01114	DB01156	training
19998	DB00410|DB01114	DB01114	DB00410	training
19999	DB00007|DB01114	DB01114	DB00007	test
20000	DB00175|DB01114	DB01114	DB00175	training
20001	DB00654|DB01114	DB01114	DB00654	training
20002	DB00631|DB01114	DB01114	DB00631	training
20003	DB00590|DB01114	DB01114	DB00590	training
20004	DB00492|DB01114	DB01114	DB00492	training
20005	DB01114|DB01224	DB01114	DB01224	validation
20006	DB01114|DB01306	DB01114	DB01306	training
20007	DB00762|DB01114	DB01114	DB00762	training
20008	DB00678|DB01114	DB01114	DB00678	training
20009	DB00244|DB01114	DB01114	DB00244	training
20010	DB01114|DB01229	DB01114	DB01229	training
20011	DB01114|DB06149	DB01114	DB06149	training
20012	DB00697|DB01114	DB01114	DB00697	training
20013	DB00660|DB01114	DB01114	DB00660	training
20014	DB00869|DB01114	DB01114	DB00869	training
20015	DB01114|DB01276	DB01114	DB01276	training
20016	DB00334|DB01114	DB01114	DB00334	validation
20017	DB01114|DB01225	DB01114	DB01225	training
20018	DB01114|DB06779	DB01114	DB06779	training
20019	DB00688|DB01114	DB01114	DB00688	training
20020	DB00709|DB01114	DB01114	DB00709	training
20021	DB00642|DB01114	DB01114	DB00642	training
20022	DB01114|DB01409	DB01114	DB01409	training
20023	DB00177|DB01114	DB01114	DB00177	training
20024	DB01114|DB13144	DB01114	DB13144	training
20025	DB00377|DB01114	DB01114	DB00377	training
20026	DB00268|DB01114	DB01114	DB00268	training
20027	DB00476|DB01114	DB01114	DB00476	training
20028	DB01006|DB01114	DB01114	DB01006	training
20029	DB00899|DB01114	DB01114	DB00899	test
20030	DB00966|DB01114	DB01114	DB00966	training
20031	DB00577|DB01114	DB01114	DB00577	validation
20032	DB00962|DB01114	DB01114	DB00962	test
20033	DB00706|DB01114	DB01114	DB00706	training
20034	DB01114|DB11089	DB01114	DB11089	training
20035	DB01114|DB01137	DB01114	DB01137	training
20036	DB01029|DB01114	DB01114	DB01029	training
20037	DB00412|DB01114	DB01114	DB00412	training
20038	DB01114|DB01217	DB01114	DB01217	validation
20039	DB00503|DB01114	DB01114	DB00503	validation
20040	DB00950|DB01114	DB01114	DB00950	test
20041	DB00953|DB01114	DB01114	DB00953	training
20042	DB00471|DB01114	DB01114	DB00471	training
20043	DB01114|DB01238	DB01114	DB01238	training
20044	DB00030|DB01114	DB01114	DB00030	training
20045	DB00112|DB01114	DB01114	DB00112	training
20046	DB00022|DB01114	DB01114	DB00022	training
20047	DB00990|DB01114	DB01114	DB00990	test
20048	DB00198|DB01114	DB01114	DB00198	training
20049	DB00047|DB01114	DB01114	DB00047	training
20050	DB00976|DB01114	DB01114	DB00976	test
20051	DB01114|DB01410	DB01114	DB01410	training
20052	DB00967|DB01114	DB01114	DB00967	training
20053	DB00580|DB01114	DB01114	DB00580	validation
20054	DB00619|DB01114	DB01114	DB00619	training
20055	DB00049|DB01114	DB01114	DB00049	test
20056	DB00012|DB01114	DB01114	DB00012	training
20057	DB00300|DB01114	DB01114	DB00300	training
20058	DB01098|DB01114	DB01114	DB01098	test
20059	DB00043|DB01114	DB01114	DB00043	training
20060	DB00862|DB01114	DB01114	DB00862	training
20061	DB00002|DB01114	DB01114	DB00002	validation
20062	DB00275|DB01114	DB01114	DB00275	test
20063	DB01114|DB01175	DB01114	DB01175	test
20064	DB01114|DB01591	DB01114	DB01591	validation
20065	DB01114|DB01141	DB01114	DB01141	training
20066	DB00051|DB01114	DB01114	DB00051	test
20067	DB00530|DB01114	DB01114	DB00530	training
20068	DB00019|DB01114	DB01114	DB00019	training
20069	DB00103|DB01114	DB01114	DB00103	validation
20070	DB00973|DB01114	DB01114	DB00973	test
20071	DB00480|DB01114	DB01114	DB00480	training
20072	DB01114|DB06282	DB01114	DB06282	validation
20073	DB01114|DB01268	DB01114	DB01268	training
20074	DB00673|DB01114	DB01114	DB00673	training
20075	DB00188|DB01114	DB01114	DB00188	validation
20076	DB00820|DB01114	DB01114	DB00820	training
20077	DB01114|DB06403	DB01114	DB06403	training
20078	DB01114|DB01264	DB01114	DB01264	training
20079	DB00402|DB01114	DB01114	DB00402	training
20080	DB01114|DB09539	DB01114	DB09539	training
20081	DB01114|DB01273	DB01114	DB01273	training
20082	DB01114|DB01261	DB01114	DB01261	test
20083	DB01114|DB01271	DB01114	DB01271	training
20084	DB01114|DB06287	DB01114	DB06287	training
20085	DB01114|DB06650	DB01114	DB06650	training
20086	DB01114|DB06817	DB01114	DB06817	training
20087	DB00413|DB01114	DB01114	DB00413	training
20088	DB00062|DB01114	DB01114	DB00062	training
20089	DB01114|DB08935	DB01114	DB08935	training
20090	DB01114|DB06643	DB01114	DB06643	test
20091	DB00477|DB00787	DB00477	DB00787	training
20092	DB00477|DB01001	DB00477	DB01001	validation
20093	DB00477|DB00898	DB00477	DB00898	training
20094	DB00437|DB00477	DB00477	DB00437	training
20095	DB00404|DB00477	DB00477	DB00404	validation
20096	DB00477|DB00915	DB00477	DB00915	training
20097	DB00477|DB00479	DB00477	DB00479	training
20098	DB00477|DB01118	DB00477	DB01118	training
20099	DB00321|DB00477	DB00477	DB00321	test
20100	DB00477|DB00543	DB00477	DB00543	training
20101	DB00477|DB00501	DB00477	DB00501	validation
20102	DB00477|DB00537	DB00477	DB00537	test
20103	DB00477|DB00515	DB00477	DB00515	test
20104	DB00215|DB00477	DB00477	DB00215	training
20105	DB00477|DB01190	DB00477	DB01190	training
20106	DB00477|DB01242	DB00477	DB01242	test
20107	DB00477|DB01068	DB00477	DB01068	training
20108	DB00477|DB00575	DB00477	DB00575	validation
20109	DB00257|DB00477	DB00477	DB00257	training
20110	DB00363|DB00477	DB00477	DB00363	test
20111	DB00477|DB00803	DB00477	DB00803	training
20112	DB00477|DB01176	DB00477	DB01176	training
20113	DB00091|DB00477	DB00477	DB00091	validation
20114	DB00434|DB00477	DB00477	DB00434	training
20115	DB00477|DB00987	DB00477	DB00987	training
20116	DB00477|DB01151	DB00477	DB01151	training
20117	DB00477|DB01234	DB00477	DB01234	training
20118	DB00477|DB01576	DB00477	DB01576	training
20119	DB00477|DB00829	DB00477	DB00829	training
20120	DB00477|DB00586	DB00477	DB00586	training
20121	DB00477|DB00804	DB00477	DB00804	training
20122	DB00390|DB00477	DB00477	DB00390	training
20123	DB00327|DB00477	DB00477	DB00327	test
20124	DB00343|DB00477	DB00477	DB00343	training
20125	DB00477|DB01075	DB00477	DB01075	training
20126	DB00477|DB01081	DB00477	DB01081	validation
20127	DB00477|DB01142	DB00477	DB01142	training
20128	DB00477|DB00997	DB00477	DB00997	training
20129	DB00450|DB00477	DB00477	DB00450	test
20130	DB00477|DB00584	DB00477	DB00584	test
20131	DB00153|DB00477	DB00477	DB00153	training
20132	DB00477|DB01215	DB00477	DB01215	training
20133	DB00286|DB00477	DB00477	DB00286	training
20134	DB00477|DB00773	DB00477	DB00773	test
20135	DB00477|DB00927	DB00477	DB00927	training
20136	DB00477|DB00813	DB00477	DB00813	test
20137	DB00196|DB00477	DB00477	DB00196	test
20138	DB00477|DB01544	DB00477	DB01544	training
20139	DB00477|DB00544	DB00477	DB00544	test
20140	DB00472|DB00477	DB00477	DB00472	test
20141	DB00477|DB00623	DB00477	DB00623	training
20142	DB00477|DB00690	DB00477	DB00690	training
20143	DB00158|DB00477	DB00477	DB00158	training
20144	DB00477|DB00695	DB00477	DB00695	training
20145	DB00477|DB01004	DB00477	DB01004	test
20146	DB00477|DB01241	DB00477	DB01241	training
20147	DB00477|DB01016	DB00477	DB01016	training
20148	DB00477|DB01120	DB00477	DB01120	test
20149	DB00477|DB01067	DB00477	DB01067	validation
20150	DB00477|DB00727	DB00477	DB00727	training
20151	DB00477|DB00874	DB00477	DB00874	test
20152	DB00477|DB00502	DB00477	DB00502	validation
20153	DB00477|DB01109	DB00477	DB01109	validation
20154	DB00477|DB00999	DB00477	DB00999	training
20155	DB00477|DB00956	DB00477	DB00956	test
20156	DB00477|DB00741	DB00477	DB00741	test
20157	DB00477|DB00557	DB00477	DB00557	training
20158	DB00477|DB01050	DB00477	DB01050	training
20159	DB00477|DB01181	DB00477	DB01181	training
