pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	drug_a_split	drug_b_split	split	unseen_drug_count
5003	DB00126|DB00230	DB00126	DB00230	test	training	test	1
5004	DB00126|DB00601	DB00126	DB00601	test	training	test	1
5005	DB00126|DB01048	DB00126	DB01048	test	training	test	1
5006	DB00126|DB01101	DB00126	DB01101	test	training	test	1
5007	DB00110|DB00126	DB00126	DB00110	test	training	test	1
5008	DB00126|DB01194	DB00126	DB01194	test	training	test	1
5009	DB00126|DB00625	DB00126	DB00625	test	training	test	1
5010	DB00126|DB00258	DB00126	DB00258	test	training	test	1
5011	DB00126|DB13919	DB00126	DB13919	test	training	test	1
5012	DB00126|DB09381	DB00126	DB09381	test	training	test	1
5013	DB00005|DB00126	DB00126	DB00005	test	test	test	2
5014	DB00126|DB05259	DB00126	DB05259	test	validation	test	1
5015	DB00126|DB00658	DB00126	DB00658	test	training	test	1
5016	DB00072|DB00126	DB00126	DB00072	test	training	test	1
5017	DB00126|DB01126	DB00126	DB01126	test	validation	test	1
5018	DB00126|DB00216	DB00126	DB00216	test	training	test	1
5019	DB00126|DB00533	DB00126	DB00533	test	training	test	1
5020	DB00126|DB04855	DB00126	DB04855	test	training	test	1
5021	DB00085|DB00126	DB00126	DB00085	test	training	test	1
5022	DB00126|DB00209	DB00126	DB00209	test	test	test	2
5023	DB00126|DB01381	DB00126	DB01381	test	training	test	1
5024	DB00126|DB16606	DB00126	DB16606	test	training	test	1
5025	DB00126|DB13139	DB00126	DB13139	test	validation	test	1
5026	DB00030|DB00126	DB00126	DB00030	test	test	test	2
5027	DB00112|DB00126	DB00126	DB00112	test	training	test	1
5028	DB00022|DB00126	DB00126	DB00022	test	training	test	1
5029	DB00126|DB00990	DB00126	DB00990	test	training	test	1
5030	DB00126|DB00198	DB00126	DB00198	test	validation	test	1
5031	DB00126|DB00731	DB00126	DB00731	test	training	test	1
5032	DB00047|DB00126	DB00126	DB00047	test	training	test	1
5033	DB00126|DB00976	DB00126	DB00976	test	test	test	2
5034	DB00126|DB01410	DB00126	DB01410	test	training	test	1
5035	DB00126|DB00967	DB00126	DB00967	test	training	test	1
5036	DB00126|DB01610	DB00126	DB01610	test	training	test	1
5037	DB00126|DB00879	DB00126	DB00879	test	test	test	2
5038	DB00126|DB00580	DB00126	DB00580	test	training	test	1
5039	DB00126|DB00947	DB00126	DB00947	test	training	test	1
5040	DB00126|DB00619	DB00126	DB00619	test	validation	test	1
5041	DB00126|DB00736	DB00126	DB00736	test	training	test	1
5042	DB00126|DB00287	DB00126	DB00287	test	training	test	1
5043	DB00126|DB00905	DB00126	DB00905	test	training	test	1
5044	DB00012|DB00126	DB00126	DB00012	test	test	test	2
5045	DB00126|DB00700	DB00126	DB00700	test	training	test	1
5046	DB00126|DB00300	DB00126	DB00300	test	test	test	2
5047	DB00126|DB01098	DB00126	DB01098	test	training	test	1
5048	DB00043|DB00126	DB00126	DB00043	test	test	test	2
5049	DB00126|DB01274	DB00126	DB01274	test	test	test	2
5050	DB00126|DB00862	DB00126	DB00862	test	validation	test	1
5051	DB00126|DB01628	DB00126	DB01628	test	training	test	1
5052	DB00002|DB00126	DB00126	DB00002	test	training	test	1
5053	DB00126|DB00275	DB00126	DB00275	test	training	test	1
5054	DB00126|DB00337	DB00126	DB00337	test	training	test	1
5055	DB00126|DB01175	DB00126	DB01175	test	training	test	1
5056	DB00126|DB01591	DB00126	DB01591	test	test	test	2
5057	DB00126|DB09026	DB00126	DB09026	test	training	test	1
5058	DB00051|DB00126	DB00126	DB00051	test	training	test	1
5059	DB00126|DB00317	DB00126	DB00317	test	training	test	1
5060	DB00126|DB00530	DB00126	DB00530	test	training	test	1
5061	DB00003|DB00126	DB00126	DB00003	test	test	test	2
5062	DB00019|DB00126	DB00126	DB00019	test	training	test	1
5063	DB00126|DB00973	DB00126	DB00973	test	validation	test	1
5064	DB00126|DB00480	DB00126	DB00480	test	training	test	1
5065	DB00126|DB00374	DB00126	DB00374	test	test	test	2
5066	DB00108|DB00126	DB00126	DB00108	test	training	test	1
5067	DB00126|DB06282	DB00126	DB06282	test	training	test	1
5068	DB00126|DB01268	DB00126	DB01268	test	test	test	2
5069	DB00126|DB00673	DB00126	DB00673	test	training	test	1
5070	DB00126|DB00188	DB00126	DB00188	test	training	test	1
5071	DB00126|DB00820	DB00126	DB00820	test	training	test	1
5072	DB00126|DB06403	DB00126	DB06403	test	training	test	1
5073	DB00126|DB00560	DB00126	DB00560	test	training	test	1
5074	DB00126|DB01012	DB00126	DB01012	test	test	test	2
5075	DB00126|DB00402	DB00126	DB00402	test	validation	test	1
5076	DB00126|DB06215	DB00126	DB06215	test	training	test	1
5077	DB00126|DB06655	DB00126	DB06655	test	training	test	1
5078	DB00126|DB01259	DB00126	DB01259	test	test	test	2
5079	DB00126|DB09539	DB00126	DB09539	test	test	test	2
5080	DB00126|DB00398	DB00126	DB00398	test	test	test	2
5081	DB00126|DB01273	DB00126	DB01273	test	training	test	1
5082	DB00126|DB01257	DB00126	DB01257	test	test	test	2
5083	DB00126|DB01261	DB00126	DB01261	test	test	test	2
5084	DB00126|DB01270	DB00126	DB01270	test	training	test	1
5085	DB00126|DB06273	DB00126	DB06273	test	training	test	1
5086	DB00126|DB06209	DB00126	DB06209	test	training	test	1
5087	DB00126|DB01609	DB00126	DB01609	test	test	test	2
5088	DB00126|DB01281	DB00126	DB01281	test	test	test	2
5089	DB00126|DB01046	DB00126	DB01046	test	test	test	2
5090	DB00126|DB06413	DB00126	DB06413	test	training	test	1
5091	DB00126|DB06287	DB00126	DB06287	test	validation	test	1
5092	DB00126|DB04868	DB00126	DB04868	test	training	test	1
5093	DB00126|DB01255	DB00126	DB01255	test	training	test	1
5094	DB00126|DB08904	DB00126	DB08904	test	training	test	1
5095	DB00126|DB06210	DB00126	DB06210	test	training	test	1
5096	DB00126|DB06589	DB00126	DB06589	test	training	test	1
5097	DB00126|DB06207	DB00126	DB06207	test	test	test	2
5098	DB00126|DB06700	DB00126	DB06700	test	training	test	1
5099	DB00126|DB00413	DB00126	DB00413	test	test	test	2
5100	DB00126|DB06702	DB00126	DB06702	test	training	test	1
5101	DB00126|DB05332	DB00126	DB05332	test	test	test	2
5102	DB00126|DB05351	DB00126	DB05351	test	training	test	1
5103	DB00062|DB00126	DB00126	DB00062	test	training	test	1
5104	DB00126|DB10328	DB00126	DB10328	test	training	test	1
5105	DB00126|DB16615	DB00126	DB16615	test	training	test	1
5106	DB00126|DB06637	DB00126	DB06637	test	validation	test	1
5107	DB00126|DB06643	DB00126	DB06643	test	training	test	1
5108	DB00126|DB06688	DB00126	DB06688	test	training	test	1
5109	DB00126|DB08877	DB00126	DB08877	test	test	test	2
5110	DB00126|DB11251	DB00126	DB11251	test	training	test	1
5111	DB00126|DB06626	DB00126	DB06626	test	training	test	1
5112	DB00126|DB00169	DB00126	DB00169	test	training	test	1
5113	DB00126|DB06366	DB00126	DB06366	test	validation	test	1
5114	DB00126|DB08899	DB00126	DB08899	test	validation	test	1
5115	DB00126|DB08890	DB00126	DB08890	test	training	test	1
5116	DB00126|DB15989	DB00126	DB15989	test	training	test	1
5117	DB00126|DB16600	DB00126	DB16600	test	training	test	1
5118	DB00126|DB08880	DB00126	DB08880	test	training	test	1
5119	DB00126|DB14285	DB00126	DB14285	test	training	test	1
5120	DB00126|DB08895	DB00126	DB08895	test	training	test	1
5121	DB00126|DB08910	DB00126	DB08910	test	training	test	1
5122	DB00126|DB14692	DB00126	DB14692	test	test	test	2
5123	DB00126|DB08908	DB00126	DB08908	test	training	test	1
5124	DB00126|DB00798	DB00126	DB00798	test	training	test	1
5125	DB00126|DB18001	DB00126	DB18001	test	training	test	1
5126	DB00023|DB00316	DB00023	DB00316	validation	test	test	1
5127	DB00023|DB00819	DB00023	DB00819	validation	training	validation	1
5128	DB00023|DB00787	DB00023	DB00787	validation	training	validation	1
5129	DB00023|DB00437	DB00023	DB00437	validation	test	test	1
5130	DB00023|DB00479	DB00023	DB00479	validation	training	validation	1
5131	DB00023|DB01008	DB00023	DB01008	validation	validation	validation	2
5132	DB00023|DB01373	DB00023	DB01373	validation	training	validation	1
5133	DB00023|DB00262	DB00023	DB00262	validation	training	validation	1
5134	DB00023|DB01212	DB00023	DB01212	validation	training	validation	1
5135	DB00023|DB00537	DB00023	DB00537	validation	training	validation	1
5136	DB00023|DB14681	DB00023	DB14681	validation	training	validation	1
5137	DB00023|DB00091	DB00023	DB00091	validation	training	validation	1
5138	DB00023|DB00987	DB00023	DB00987	validation	training	validation	1
5139	DB00023|DB00694	DB00023	DB00694	validation	training	validation	1
5140	DB00023|DB01234	DB00023	DB01234	validation	training	validation	1
5141	DB00023|DB01075	DB00023	DB01075	validation	training	validation	1
5142	DB00023|DB00997	DB00023	DB00997	validation	training	validation	1
5143	DB00023|DB00445	DB00023	DB00445	validation	training	validation	1
5144	DB00023|DB00773	DB00023	DB00773	validation	training	validation	1
5145	DB00023|DB00927	DB00023	DB00927	validation	training	validation	1
5146	DB00023|DB00813	DB00023	DB00813	validation	validation	validation	2
5147	DB00023|DB00196	DB00023	DB00196	validation	training	validation	1
5148	DB00023|DB00158	DB00023	DB00158	validation	test	test	1
5149	DB00023|DB00695	DB00023	DB00695	validation	validation	validation	2
5150	DB00023|DB01109	DB00023	DB01109	validation	test	test	1
5151	DB00023|DB00741	DB00023	DB00741	validation	training	validation	1
5152	DB00023|DB00557	DB00023	DB00557	validation	validation	validation	2
5153	DB00023|DB01177	DB00023	DB01177	validation	validation	validation	2
5154	DB00023|DB01181	DB00023	DB01181	validation	training	validation	1
5155	DB00023|DB00650	DB00023	DB00650	validation	training	validation	1
5156	DB00023|DB00281	DB00023	DB00281	validation	training	validation	1
5157	DB00023|DB00186	DB00023	DB00186	validation	training	validation	1
5158	DB00023|DB01377	DB00023	DB01377	validation	test	test	1
5159	DB00023|DB00563	DB00023	DB00563	validation	training	validation	1
5160	DB00023|DB00959	DB00023	DB00959	validation	training	validation	1
5161	DB00023|DB01233	DB00023	DB01233	validation	training	validation	1
5162	DB00023|DB00916	DB00023	DB00916	validation	training	validation	1
5163	DB00023|DB00683	DB00023	DB00683	validation	training	validation	1
5164	DB00023|DB01204	DB00023	DB01204	validation	training	validation	1
5165	DB00023|DB00295	DB00023	DB00295	validation	training	validation	1
5166	DB00023|DB01115	DB00023	DB01115	validation	training	validation	1
5167	DB00023|DB00646	DB00023	DB00646	validation	test	test	1
5168	DB00023|DB00338	DB00023	DB00338	validation	training	validation	1
5169	DB00023|DB00497	DB00023	DB00497	validation	test	test	1
5170	DB00023|DB00738	DB00023	DB00738	validation	training	validation	1
5171	DB00023|DB00761	DB00023	DB00761	validation	validation	validation	2
5172	DB00023|DB00860	DB00023	DB00860	validation	test	test	1
5173	DB00023|DB00635	DB00023	DB00635	validation	training	validation	1
5174	DB00023|DB00863	DB00023	DB00863	validation	test	test	1
5175	DB00023|DB09153	DB00023	DB09153	validation	validation	validation	2
5176	DB00023|DB00448	DB00023	DB00448	validation	validation	validation	2
5177	DB00023|DB00381	DB00023	DB00381	validation	training	validation	1
5178	DB00023|DB01413	DB00023	DB01413	validation	training	validation	1
5179	DB00023|DB01073	DB00023	DB01073	validation	training	validation	1
5180	DB00023|DB00904	DB00023	DB00904	validation	test	test	1
5181	DB00023|DB00889	DB00023	DB00889	validation	validation	validation	2
5182	DB00023|DB01167	DB00023	DB01167	validation	test	test	1
5183	DB00023|DB11616	DB00023	DB11616	validation	test	test	1
5184	DB00023|DB00059	DB00023	DB00059	validation	training	validation	1
5185	DB00023|DB01606	DB00023	DB01606	validation	training	validation	1
5186	DB00023|DB00213	DB00023	DB00213	validation	training	validation	1
5187	DB00023|DB00631	DB00023	DB00631	validation	training	validation	1
5188	DB00023|DB06149	DB00023	DB06149	validation	training	validation	1
5189	DB00023|DB00688	DB00023	DB00688	validation	training	validation	1
5190	DB00023|DB13144	DB00023	DB13144	validation	test	test	1
5191	DB00023|DB00577	DB00023	DB00577	validation	training	validation	1
5192	DB00023|DB11089	DB00023	DB11089	validation	test	test	1
5193	DB00023|DB01137	DB00023	DB01137	validation	training	validation	1
5194	DB00023|DB00087	DB00023	DB00087	validation	training	validation	1
5195	DB00023|DB00073	DB00023	DB00073	validation	training	validation	1
5196	DB00023|DB00582	DB00023	DB00582	validation	training	validation	1
5197	DB00023|DB00520	DB00023	DB00520	validation	training	validation	1
5198	DB00023|DB01280	DB00023	DB01280	validation	test	test	1
5199	DB00023|DB00047	DB00023	DB00047	validation	training	validation	1
5200	DB00023|DB00619	DB00023	DB00619	validation	validation	validation	2
5201	DB00023|DB01263	DB00023	DB01263	validation	training	validation	1
5202	DB00023|DB00049	DB00023	DB00049	validation	training	validation	1
5203	DB00023|DB01141	DB00023	DB01141	validation	training	validation	1
5204	DB00019|DB00023	DB00023	DB00019	validation	training	validation	1
5205	DB00023|DB00188	DB00023	DB00188	validation	training	validation	1
5206	DB00023|DB00798	DB00023	DB00798	validation	training	validation	1
5207	DB00513|DB00945	DB00945	DB00513	training	training	training	0
5208	DB00945|DB01193	DB00945	DB01193	training	training	training	0
5209	DB00945|DB01418	DB00945	DB01418	training	training	training	0
5210	DB00316|DB00945	DB00945	DB00316	training	test	test	1
5211	DB00945|DB14511	DB00945	DB14511	training	test	test	1
5212	DB00819|DB00945	DB00945	DB00819	training	training	training	0
5213	DB00945|DB03166	DB00945	DB03166	training	training	training	0
5214	DB00945|DB08842	DB00945	DB08842	training	training	training	0
5215	DB00945|DB06151	DB00945	DB06151	training	training	training	0
5216	DB00945|DB09278	DB00945	DB09278	training	training	training	0
5217	DB00787|DB00945	DB00945	DB00787	training	training	training	0
5218	DB00640|DB00945	DB00945	DB00640	training	training	training	0
5219	DB00171|DB00945	DB00945	DB00171	training	test	test	1
5220	DB00945|DB01285	DB00945	DB01285	training	training	training	0
5221	DB00945|DB01426	DB00945	DB01426	training	test	test	1
5222	DB00945|DB01001	DB00945	DB01001	training	training	training	0
5223	DB00898|DB00945	DB00945	DB00898	training	training	training	0
5224	DB00802|DB00945	DB00945	DB00802	training	test	test	1
5225	DB00437|DB00945	DB00945	DB00437	training	test	test	1
5226	DB00058|DB00945	DB00945	DB00058	training	training	training	0
5227	DB00945|DB06243	DB00945	DB06243	training	training	training	0
5228	DB00404|DB00945	DB00945	DB00404	training	test	test	1
5229	DB00770|DB00945	DB00945	DB00770	training	training	training	0
5230	DB00915|DB00945	DB00945	DB00915	training	training	training	0
5231	DB00945|DB06742	DB00945	DB06742	training	training	training	0
5232	DB00305|DB00945	DB00945	DB00305	training	test	test	1
5233	DB00479|DB00945	DB00945	DB00479	training	training	training	0
5234	DB00594|DB00945	DB00945	DB00594	training	training	training	0
5235	DB00945|DB01223	DB00945	DB01223	training	training	training	0
5236	DB00945|DB01118	DB00945	DB01118	training	training	training	0
5237	DB00321|DB00945	DB00945	DB00321	training	training	training	0
5238	DB00543|DB00945	DB00945	DB00543	training	training	training	0
5239	DB00182|DB00945	DB00945	DB00182	training	training	training	0
5240	DB00335|DB00945	DB00945	DB00335	training	test	test	1
5241	DB00945|DB13295	DB00945	DB13295	training	training	training	0
5242	DB00572|DB00945	DB00945	DB00572	training	training	training	0
5243	DB00928|DB00945	DB00945	DB00928	training	training	training	0
5244	DB00945|DB00993	DB00945	DB00993	training	test	test	1
5245	DB00355|DB00945	DB00945	DB00355	training	validation	validation	1
5246	DB00626|DB00945	DB00945	DB00626	training	test	test	1
5247	DB00181|DB00945	DB00945	DB00181	training	test	test	1
5248	DB00436|DB00945	DB00945	DB00436	training	test	test	1
5249	DB00945|DB12783	DB00945	DB12783	training	test	test	1
5250	DB00945|DB12319	DB00945	DB12319	training	training	training	0
5251	DB00945|DB01086	DB00945	DB01086	training	test	test	1
5252	DB00945|DB09096	DB00945	DB09096	training	training	training	0
5253	DB00245|DB00945	DB00945	DB00245	training	test	test	1
5254	DB00945|DB09084	DB00945	DB09084	training	training	training	0
5255	DB00945|DB01244	DB00945	DB01244	training	validation	validation	1
5256	DB00945|DB06698	DB00945	DB06698	training	test	test	1
5257	DB00443|DB00945	DB00945	DB00443	training	validation	validation	1
5258	DB00195|DB00945	DB00945	DB00195	training	test	test	1
5259	DB00945|DB01393	DB00945	DB01393	training	test	test	1
5260	DB00121|DB00945	DB00945	DB00121	training	test	test	1
5261	DB00810|DB00945	DB00945	DB00810	training	training	training	0
5262	DB00945|DB09020	DB00945	DB09020	training	test	test	1
5263	DB00290|DB00945	DB00945	DB00290	training	training	training	0
5264	DB00945|DB01558	DB00945	DB01558	training	training	training	0
5265	DB00945|DB09019	DB00945	DB09019	training	training	training	0
5266	DB00945|DB01200	DB00945	DB01200	training	test	test	1
5267	DB00835|DB00945	DB00945	DB00835	training	training	training	0
5268	DB00887|DB00945	DB00945	DB00887	training	training	training	0
5269	DB00945|DB01210	DB00945	DB01210	training	training	training	0
5270	DB00297|DB00945	DB00945	DB00297	training	training	training	0
5271	DB00921|DB00945	DB00945	DB00921	training	training	training	0
5272	DB00490|DB00945	DB00945	DB00490	training	test	test	1
5273	DB00945|DB01008	DB00945	DB01008	training	validation	validation	1
5274	DB00611|DB00945	DB00945	DB00611	training	validation	validation	1
5275	DB00201|DB00945	DB00945	DB00201	training	training	training	0
5276	DB00136|DB00945	DB00945	DB00136	training	training	training	0
5277	DB00945|DB01373	DB00945	DB01373	training	training	training	0
5278	DB00945|DB06724	DB00945	DB06724	training	training	training	0
5279	DB00945|DB11126	DB00945	DB11126	training	validation	validation	1
5280	DB00945|DB11348	DB00945	DB11348	training	training	training	0
5281	DB00945|DB12221	DB00945	DB12221	training	training	training	0
5282	DB00945|DB06774	DB00945	DB06774	training	training	training	0
5283	DB00945|DB01197	DB00945	DB01197	training	training	training	0
5284	DB00564|DB00945	DB00945	DB00564	training	training	training	0
5285	DB00945|DB09012	DB00945	DB09012	training	training	training	0
5286	DB00190|DB00945	DB00945	DB00190	training	training	training	0
5287	DB00389|DB00945	DB00945	DB00389	training	validation	validation	1
5288	DB00945|DB04339	DB00945	DB04339	training	test	test	1
5289	DB00945|DB11059	DB00945	DB11059	training	training	training	0
5290	DB00395|DB00945	DB00945	DB00395	training	training	training	0
5291	DB00262|DB00945	DB00945	DB00262	training	training	training	0
5292	DB00583|DB00945	DB00945	DB00583	training	training	training	0
5293	DB00521|DB00945	DB00945	DB00521	training	test	test	1
5294	DB00945|DB11113	DB00945	DB11113	training	training	training	0
5295	DB00945|DB01327	DB00945	DB01327	training	training	training	0
5296	DB00945|DB01329	DB00945	DB01329	training	training	training	0
5297	DB00493|DB00945	DB00945	DB00493	training	training	training	0
5298	DB00229|DB00945	DB00945	DB00229	training	training	training	0
5299	DB00945|DB01331	DB00945	DB01331	training	training	training	0
5300	DB00945|DB01212	DB00945	DB01212	training	training	training	0
5301	DB00945|DB01112	DB00945	DB01112	training	test	test	1
5302	DB00945|DB01333	DB00945	DB01333	training	validation	validation	1
5303	DB00291|DB00945	DB00945	DB00291	training	training	training	0
5304	DB00446|DB00945	DB00945	DB00446	training	training	training	0
5305	DB00475|DB00945	DB00945	DB00475	training	validation	validation	1
5306	DB00878|DB00945	DB00945	DB00878	training	test	test	1
5307	DB00945|DB01131	DB00945	DB01131	training	training	training	0
5308	DB00608|DB00945	DB00945	DB00608	training	training	training	0
5309	DB00880|DB00945	DB00945	DB00880	training	training	training	0
5310	DB00945|DB01114	DB00945	DB01114	training	training	training	0
5311	DB00477|DB00945	DB00945	DB00477	training	training	training	0
5312	DB00672|DB00945	DB00945	DB00672	training	training	training	0
5313	DB00945|DB01239	DB00945	DB01239	training	training	training	0
5314	DB00310|DB00945	DB00945	DB00310	training	training	training	0
5315	DB00356|DB00945	DB00945	DB00356	training	training	training	0
5316	DB00945|DB04540	DB00945	DB04540	training	training	training	0
5317	DB00945|DB01432	DB00945	DB01432	training	training	training	0
5318	DB00122|DB00945	DB00945	DB00122	training	training	training	0
5319	DB00945|DB09301	DB00945	DB09301	training	training	training	0
5320	DB00945|DB11136	DB00945	DB11136	training	training	training	0
5321	DB00945|DB01597	DB00945	DB01597	training	test	test	1
5322	DB00501|DB00945	DB00945	DB00501	training	training	training	0
5323	DB00568|DB00945	DB00945	DB00568	training	training	training	0
5324	DB00537|DB00945	DB00945	DB00537	training	training	training	0
5325	DB00515|DB00945	DB00945	DB00515	training	validation	validation	1
5326	DB00215|DB00945	DB00945	DB00215	training	training	training	0
5327	DB00283|DB00945	DB00945	DB00283	training	test	test	1
5328	DB00945|DB01190	DB00945	DB01190	training	test	test	1
5329	DB00945|DB11750	DB00945	DB11750	training	training	training	0
5330	DB00882|DB00945	DB00945	DB00882	training	training	training	0
5331	DB00945|DB01242	DB00945	DB01242	training	training	training	0
5332	DB00945|DB01068	DB00945	DB01068	training	training	training	0
5333	DB00575|DB00945	DB00945	DB00575	training	training	training	0
5334	DB00945|DB13256	DB00945	DB13256	training	training	training	0
5335	DB00945|DB01559	DB00945	DB01559	training	training	training	0
5336	DB00257|DB00945	DB00945	DB00257	training	training	training	0
5337	DB00945|DB01147	DB00945	DB01147	training	validation	validation	1
5338	DB00363|DB00945	DB00945	DB00363	training	test	test	1
5339	DB00945|DB11082	DB00945	DB11082	training	validation	validation	1
5340	DB00907|DB00945	DB00945	DB00907	training	training	training	0
5341	DB00945|DB11321	DB00945	DB11321	training	training	training	0
5342	DB00945|DB01394	DB00945	DB01394	training	test	test	1
5343	DB00375|DB00945	DB00945	DB00375	training	training	training	0
5344	DB00803|DB00945	DB00945	DB00803	training	training	training	0
5345	DB00945|DB09130	DB00945	DB09130	training	training	training	0
5346	DB00945|DB14681	DB00945	DB14681	training	training	training	0
5347	DB00945|DB01284	DB00945	DB01284	training	training	training	0
5348	DB00945|DB01176	DB00945	DB01176	training	training	training	0
5349	DB00945|DB00979	DB00945	DB00979	training	test	test	1
5350	DB00091|DB00945	DB00945	DB00091	training	training	training	0
5351	DB00434|DB00945	DB00945	DB00434	training	test	test	1
5352	DB00945|DB00987	DB00945	DB00987	training	training	training	0
5353	DB00851|DB00945	DB00945	DB00851	training	training	training	0
5354	DB00945|DB00970	DB00945	DB00970	training	training	training	0
5355	DB00945|DB01406	DB00945	DB01406	training	training	training	0
5356	DB00945|DB01219	DB00945	DB01219	training	training	training	0
5357	DB00250|DB00945	DB00945	DB00250	training	training	training	0
5358	DB00694|DB00945	DB00945	DB00694	training	training	training	0
5359	DB00746|DB00945	DB00945	DB00746	training	training	training	0
5360	DB00618|DB00945	DB00945	DB00618	training	training	training	0
5361	DB00945|DB01151	DB00945	DB01151	training	test	test	1
5362	DB00035|DB00945	DB00945	DB00035	training	training	training	0
5363	DB00945|DB01260	DB00945	DB01260	training	test	test	1
5364	DB00547|DB00945	DB00945	DB00547	training	training	training	0
5365	DB00945|DB01234	DB00945	DB01234	training	training	training	0
5366	DB00945|DB01576	DB00945	DB01576	training	training	training	0
5367	DB00514|DB00945	DB00945	DB00514	training	training	training	0
5368	DB00829|DB00945	DB00945	DB00829	training	validation	validation	1
5369	DB00945|DB01119	DB00945	DB01119	training	training	training	0
5370	DB00586|DB00945	DB00945	DB00586	training	training	training	0
5371	DB00485|DB00945	DB00945	DB00485	training	training	training	0
5372	DB00804|DB00945	DB00945	DB00804	training	test	test	1
5373	DB00900|DB00945	DB00945	DB00900	training	training	training	0
5374	DB00255|DB00945	DB00945	DB00255	training	training	training	0
5375	DB00945|DB09095	DB00945	DB09095	training	training	training	0
5376	DB00861|DB00945	DB00945	DB00861	training	training	training	0
5377	DB00945|DB01396	DB00945	DB01396	training	training	training	0
5378	DB00390|DB00945	DB00945	DB00390	training	test	test	1
5379	DB00945|DB12945	DB00945	DB12945	training	test	test	1
5380	DB00320|DB00945	DB00945	DB00320	training	test	test	1
5381	DB00327|DB00945	DB00945	DB00327	training	validation	validation	1
5382	DB00343|DB00945	DB00945	DB00343	training	validation	validation	1
5383	DB00945|DB00985	DB00945	DB00985	training	training	training	0
5384	DB00945|DB08801	DB00945	DB08801	training	test	test	1
5385	DB00945|DB08995	DB00945	DB08995	training	test	test	1
5386	DB00945|DB01075	DB00945	DB01075	training	training	training	0
5387	DB00945|DB01081	DB00945	DB01081	training	validation	validation	1
5388	DB00945|DB00975	DB00945	DB00975	training	training	training	0
5389	DB00945|DB04817	DB00945	DB04817	training	test	test	1
5390	DB00280|DB00945	DB00945	DB00280	training	test	test	1
5391	DB00945|DB13694	DB00945	DB13694	training	training	training	0
5392	DB00822|DB00945	DB00945	DB00822	training	training	training	0
5393	DB00841|DB00945	DB00945	DB00841	training	training	training	0
5394	DB00945|DB01184	DB00945	DB01184	training	training	training	0
5395	DB00945|DB00988	DB00945	DB00988	training	validation	validation	1
5396	DB00945|DB09167	DB00945	DB09167	training	training	training	0
5397	DB00945|DB01142	DB00945	DB01142	training	test	test	1
5398	DB00945|DB00997	DB00945	DB00997	training	training	training	0
5399	DB00366|DB00945	DB00945	DB00366	training	training	training	0
5400	DB00450|DB00945	DB00945	DB00450	training	training	training	0
5401	DB00945|DB01127	DB00945	DB01127	training	training	training	0
5402	DB00584|DB00945	DB00945	DB00584	training	training	training	0
5403	DB00945|DB01364	DB00945	DB01364	training	training	training	0
5404	DB00668|DB00945	DB00945	DB00668	training	test	test	1
5405	DB00445|DB00945	DB00945	DB00445	training	training	training	0
5406	DB00153|DB00945	DB00945	DB00153	training	test	test	1
5407	DB00945|DB01049	DB00945	DB01049	training	validation	validation	1
5408	DB00696|DB00945	DB00945	DB00696	training	test	test	1
5409	DB00199|DB00945	DB00945	DB00199	training	test	test	1
5410	DB00945|DB01215	DB00945	DB01215	training	training	training	0
5411	DB00783|DB00945	DB00945	DB00783	training	training	training	0
5412	DB00945|DB01196	DB00945	DB01196	training	training	training	0
5413	DB00945|DB04573	DB00945	DB04573	training	training	training	0
5414	DB00286|DB00945	DB00945	DB00286	training	validation	validation	1
5415	DB00330|DB00945	DB00945	DB00330	training	test	test	1
5416	DB00945|DB00977	DB00945	DB00977	training	training	training	0
5417	DB00292|DB00945	DB00945	DB00292	training	training	training	0
5418	DB00773|DB00945	DB00945	DB00773	training	training	training	0
5419	DB00926|DB00945	DB00945	DB00926	training	test	test	1
5420	DB00927|DB00945	DB00945	DB00927	training	training	training	0
5421	DB00945|DB11133	DB00945	DB11133	training	training	training	0
5422	DB00945|DB01023	DB00945	DB01023	training	training	training	0
5423	DB00945|DB01288	DB00945	DB01288	training	validation	validation	1
5424	DB00945|DB08979	DB00945	DB08979	training	training	training	0
5425	DB00813|DB00945	DB00945	DB00813	training	validation	validation	1
5426	DB00945|DB09222	DB00945	DB09222	training	training	training	0
5427	DB00945|DB01148	DB00945	DB01148	training	training	training	0
5428	DB00945|DB01195	DB00945	DB01195	training	validation	validation	1
5429	DB00301|DB00945	DB00945	DB00301	training	training	training	0
5430	DB00196|DB00945	DB00945	DB00196	training	training	training	0
5431	DB00945|DB01099	DB00945	DB01099	training	training	training	0
5432	DB00687|DB00945	DB00945	DB00687	training	validation	validation	1
5433	DB00945|DB01205	DB00945	DB01205	training	test	test	1
5434	DB00945|DB01544	DB00945	DB01544	training	training	training	0
5435	DB00945|DB01047	DB00945	DB01047	training	training	training	0
5436	DB00324|DB00945	DB00945	DB00324	training	training	training	0
5437	DB00544|DB00945	DB00945	DB00544	training	training	training	0
5438	DB00472|DB00945	DB00945	DB00472	training	training	training	0
5439	DB00875|DB00945	DB00945	DB00875	training	training	training	0
5440	DB00623|DB00945	DB00945	DB00623	training	training	training	0
5441	DB00690|DB00945	DB00945	DB00690	training	training	training	0
5442	DB00712|DB00945	DB00945	DB00712	training	training	training	0
5443	DB00499|DB00945	DB00945	DB00499	training	training	training	0
5444	DB00158|DB00945	DB00945	DB00158	training	test	test	1
