pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	split
27656	DB00390|DB01260	DB01260	DB00390	test
27657	DB00327|DB01260	DB01260	DB00327	validation
27658	DB00343|DB01260	DB01260	DB00343	training
27659	DB01075|DB01260	DB01260	DB01075	test
27660	DB00668|DB01260	DB01260	DB00668	training
27661	DB00199|DB01260	DB01260	DB00199	training
27662	DB00783|DB01260	DB01260	DB00783	test
27663	DB00977|DB01260	DB01260	DB00977	training
27664	DB00196|DB01260	DB01260	DB00196	training
27665	DB01047|DB01260	DB01260	DB01047	test
27666	DB00544|DB01260	DB01260	DB00544	training
27667	DB00158|DB01260	DB01260	DB00158	training
27668	DB00695|DB01260	DB01260	DB00695	training
27669	DB00727|DB01260	DB01260	DB00727	training
27670	DB00874|DB01260	DB01260	DB00874	training
27671	DB00999|DB01260	DB01260	DB00999	training
27672	DB00956|DB01260	DB01260	DB00956	training
27673	DB00741|DB01260	DB01260	DB00741	training
27674	DB01260|DB01611	DB01260	DB01611	training
27675	DB00557|DB01260	DB01260	DB00557	training
27676	DB01050|DB01260	DB01260	DB01050	training
27677	DB01260|DB09401	DB01260	DB09401	training
27678	DB00982|DB01260	DB01260	DB00982	training
27679	DB01026|DB01260	DB01260	DB01026	training
27680	DB00650|DB01260	DB01260	DB00650	training
27681	DB00281|DB01260	DB01260	DB00281	training
27682	DB00836|DB01260	DB01260	DB00836	validation
27683	DB00186|DB01260	DB01260	DB00186	test
27684	DB00331|DB01260	DB01260	DB00331	training
27685	DB00959|DB01260	DB01260	DB00959	test
27686	DB00264|DB01260	DB01260	DB00264	training
27687	DB00916|DB01260	DB01260	DB00916	training
27688	DB00295|DB01260	DB01260	DB00295	test
27689	DB00788|DB01260	DB01260	DB00788	training
27690	DB00627|DB01260	DB01260	DB00627	training
27691	DB00646|DB01260	DB01260	DB00646	training
27692	DB00338|DB01260	DB01260	DB00338	training
27693	DB00497|DB01260	DB01260	DB00497	test
27694	DB00761|DB01260	DB01260	DB00761	test
27695	DB00860|DB01260	DB01260	DB00860	validation
27696	DB00635|DB01260	DB01260	DB00635	validation
27697	DB01039|DB01260	DB01260	DB01039	test
27698	DB00433|DB01260	DB01260	DB00433	training
27699	DB01069|DB01260	DB01260	DB01069	training
27700	DB00852|DB01260	DB01260	DB00852	test
27701	DB00863|DB01260	DB01260	DB00863	training
27702	DB01260|DB09153	DB01260	DB09153	training
27703	DB00421|DB01260	DB01260	DB00421	validation
27704	DB00715|DB01260	DB01260	DB00715	test
27705	DB00758|DB01260	DB01260	DB00758	training
27706	DB00178|DB01260	DB01260	DB00178	training
27707	DB01104|DB01260	DB01260	DB01104	training
27708	DB00641|DB01260	DB01260	DB00641	training
27709	DB00285|DB01260	DB01260	DB00285	training
27710	DB00425|DB01260	DB01260	DB00425	training
27711	DB00213|DB01260	DB01260	DB00213	training
27712	DB01260|DB13867	DB01260	DB13867	test
27713	DB01156|DB01260	DB01260	DB01156	training
27714	DB00410|DB01260	DB01260	DB00410	training
27715	DB01224|DB01260	DB01260	DB01224	training
27716	DB00660|DB01260	DB01260	DB00660	training
27717	DB00177|DB01260	DB01260	DB00177	test
27718	DB00706|DB01260	DB01260	DB00706	validation
27719	DB01260|DB11089	DB01260	DB11089	training
27720	DB01137|DB01260	DB01260	DB01137	training
27721	DB00950|DB01260	DB01260	DB00950	training
27722	DB00471|DB01260	DB01260	DB00471	training
27723	DB00051|DB01260	DB01260	DB00051	training
27724	DB00530|DB01260	DB01260	DB00530	training
27725	DB00480|DB01260	DB01260	DB00480	training
27726	DB00547|DB01001	DB00547	DB01001	test
27727	DB00390|DB00547	DB00547	DB00390	test
27728	DB00343|DB00547	DB00547	DB00343	training
27729	DB00547|DB01075	DB00547	DB01075	validation
27730	DB00286|DB00547	DB00547	DB00286	validation
27731	DB00547|DB00977	DB00547	DB00977	training
27732	DB00547|DB00695	DB00547	DB00695	training
27733	DB00547|DB00999	DB00547	DB00999	validation
27734	DB00547|DB00956	DB00547	DB00956	training
27735	DB00547|DB00557	DB00547	DB00557	test
27736	DB00547|DB01050	DB00547	DB01050	training
27737	DB00186|DB00547	DB00547	DB00186	test
27738	DB00331|DB00547	DB00547	DB00331	training
27739	DB00264|DB00547	DB00547	DB00264	test
27740	DB00547|DB00788	DB00547	DB00788	test
27741	DB00338|DB00547	DB00547	DB00338	training
27742	DB00497|DB00547	DB00547	DB00497	training
27743	DB00547|DB00761	DB00547	DB00761	training
27744	DB00547|DB00635	DB00547	DB00635	training
27745	DB00547|DB01104	DB00547	DB01104	training
27746	DB00425|DB00547	DB00547	DB00425	training
27747	DB00547|DB13867	DB00547	DB13867	training
27748	DB00476|DB00547	DB00547	DB00476	training
27749	DB00547|DB11089	DB00547	DB11089	validation
27750	DB00051|DB00547	DB00547	DB00051	training
27751	DB00513|DB01234	DB01234	DB00513	training
27752	DB01001|DB01234	DB01234	DB01001	test
27753	DB00802|DB01234	DB01234	DB00802	training
27754	DB00437|DB01234	DB01234	DB00437	training
27755	DB00404|DB01234	DB01234	DB00404	test
27756	DB00915|DB01234	DB01234	DB00915	training
27757	DB01234|DB06742	DB01234	DB06742	training
27758	DB00305|DB01234	DB01234	DB00305	training
27759	DB00479|DB01234	DB01234	DB00479	test
27760	DB00594|DB01234	DB01234	DB00594	validation
27761	DB01223|DB01234	DB01234	DB01223	validation
27762	DB01118|DB01234	DB01234	DB01118	test
27763	DB00321|DB01234	DB01234	DB00321	training
27764	DB00543|DB01234	DB01234	DB00543	training
27765	DB01234|DB01576	DB01234	DB01576	training
27766	DB00514|DB01234	DB01234	DB00514	training
27767	DB00829|DB01234	DB01234	DB00829	test
27768	DB00720|DB01234	DB01234	DB00720	training
27769	DB00586|DB01234	DB01234	DB00586	training
27770	DB00485|DB01234	DB01234	DB00485	training
27771	DB00804|DB01234	DB01234	DB00804	training
27772	DB00900|DB01234	DB01234	DB00900	training
27773	DB01234|DB09095	DB01234	DB09095	training
27774	DB01234|DB01396	DB01234	DB01396	training
27775	DB00390|DB01234	DB01234	DB00390	training
27776	DB00327|DB01234	DB01234	DB00327	training
27777	DB00343|DB01234	DB01234	DB00343	training
27778	DB00985|DB01234	DB01234	DB00985	training
27779	DB01234|DB08801	DB01234	DB08801	training
27780	DB01075|DB01234	DB01234	DB01075	training
27781	DB01081|DB01234	DB01234	DB01081	validation
27782	DB00975|DB01234	DB01234	DB00975	training
27783	DB01234|DB04817	DB01234	DB04817	training
27784	DB00280|DB01234	DB01234	DB00280	validation
27785	DB00841|DB01234	DB01234	DB00841	test
27786	DB01184|DB01234	DB01234	DB01184	training
27787	DB00988|DB01234	DB01234	DB00988	training
27788	DB01234|DB09167	DB01234	DB09167	test
27789	DB01142|DB01234	DB01234	DB01142	test
27790	DB00997|DB01234	DB01234	DB00997	test
27791	DB00450|DB01234	DB01234	DB00450	training
27792	DB01127|DB01234	DB01234	DB01127	test
27793	DB00584|DB01234	DB01234	DB00584	training
27794	DB01234|DB01364	DB01234	DB01364	validation
27795	DB00668|DB01234	DB01234	DB00668	test
27796	DB00445|DB01234	DB01234	DB00445	training
27797	DB00153|DB01234	DB01234	DB00153	test
27798	DB00199|DB01234	DB01234	DB00199	training
27799	DB01215|DB01234	DB01234	DB01215	training
27800	DB00783|DB01234	DB01234	DB00783	training
27801	DB01196|DB01234	DB01234	DB01196	training
27802	DB01234|DB04573	DB01234	DB04573	training
27803	DB00286|DB01234	DB01234	DB00286	training
27804	DB00330|DB01234	DB01234	DB00330	training
27805	DB00977|DB01234	DB01234	DB00977	training
27806	DB00292|DB01234	DB01234	DB00292	validation
27807	DB00773|DB01234	DB01234	DB00773	training
27808	DB00927|DB01234	DB01234	DB00927	test
27809	DB01234|DB11133	DB01234	DB11133	validation
27810	DB01023|DB01234	DB01234	DB01023	training
27811	DB01234|DB01288	DB01234	DB01288	test
27812	DB00813|DB01234	DB01234	DB00813	training
27813	DB01195|DB01234	DB01234	DB01195	training
27814	DB00301|DB01234	DB01234	DB00301	training
27815	DB00196|DB01234	DB01234	DB00196	training
27816	DB01099|DB01234	DB01234	DB01099	training
27817	DB00687|DB01234	DB01234	DB00687	training
27818	DB01234|DB01544	DB01234	DB01544	test
27819	DB01047|DB01234	DB01234	DB01047	training
27820	DB00324|DB01234	DB01234	DB00324	training
27821	DB00544|DB01234	DB01234	DB00544	validation
27822	DB00472|DB01234	DB01234	DB00472	test
27823	DB00690|DB01234	DB01234	DB00690	training
27824	DB00712|DB01234	DB01234	DB00712	test
27825	DB00499|DB01234	DB01234	DB00499	test
27826	DB00158|DB01234	DB01234	DB00158	training
27827	DB00828|DB01234	DB01234	DB00828	training
27828	DB01234|DB09256	DB01234	DB09256	training
27829	DB00695|DB01234	DB01234	DB00695	training
27830	DB01004|DB01234	DB01234	DB01004	training
27831	DB01234|DB01241	DB01234	DB01241	training
27832	DB01016|DB01234	DB01234	DB01016	training
27833	DB01120|DB01234	DB01234	DB01120	validation
27834	DB01067|DB01234	DB01234	DB01067	training
27835	DB01234|DB01296	DB01234	DB01296	training
27836	DB00130|DB01234	DB01234	DB00130	validation
27837	DB00143|DB01234	DB01234	DB00143	test
27838	DB01234|DB09462	DB01234	DB09462	validation
27839	DB00727|DB01234	DB01234	DB00727	training
27840	DB00874|DB01234	DB01234	DB00874	training
27841	DB00502|DB01234	DB01234	DB00502	test
27842	DB01109|DB01234	DB01234	DB01109	training
27843	DB01234|DB01275	DB01234	DB01275	training
27844	DB00999|DB01234	DB01234	DB00999	training
27845	DB00956|DB01234	DB01234	DB00956	training
27846	DB00741|DB01234	DB01234	DB00741	training
27847	DB00200|DB01234	DB01234	DB00200	training
27848	DB01234|DB01611	DB01234	DB01611	training
27849	DB01005|DB01234	DB01234	DB01005	test
27850	DB00557|DB01234	DB01234	DB00557	training
27851	DB01050|DB01234	DB01234	DB01050	training
27852	DB01177|DB01234	DB01234	DB01177	training
27853	DB01181|DB01234	DB01234	DB01181	training
27854	DB00458|DB01234	DB01234	DB00458	validation
27855	DB00808|DB01234	DB01234	DB00808	training
27856	DB00328|DB01234	DB01234	DB00328	training
27857	DB00034|DB01234	DB01234	DB00034	validation
27858	DB00105|DB01234	DB01234	DB00105	training
27859	DB00033|DB01234	DB01234	DB00033	training
27860	DB01234|DB05382	DB01234	DB05382	training
27861	DB01234|DB01362	DB01234	DB01362	test
27862	DB01234|DB08947	DB01234	DB08947	training
27863	DB00893|DB01234	DB01234	DB00893	test
27864	DB00753|DB01234	DB01234	DB00753	training
27865	DB00951|DB01234	DB01234	DB00951	training
27866	DB01234|DB09401	DB01234	DB09401	training
27867	DB00883|DB01234	DB01234	DB00883	validation
27868	DB00982|DB01234	DB01234	DB00982	training
27869	DB01221|DB01234	DB01234	DB01221	training
27870	DB01026|DB01234	DB01234	DB01026	training
27871	DB01009|DB01234	DB01234	DB01009	training
27872	DB00598|DB01234	DB01234	DB00598	training
27873	DB01234|DB15823	DB01234	DB15823	training
27874	DB00581|DB01234	DB01234	DB00581	training
27875	DB00650|DB01234	DB01234	DB00650	training
27876	DB00367|DB01234	DB01234	DB00367	training
27877	DB01234|DB01235	DB01234	DB01235	training
27878	DB00281|DB01234	DB01234	DB00281	training
27879	DB01234|DB11357	DB01234	DB11357	training
27880	DB01206|DB01234	DB01234	DB01206	training
27881	DB00836|DB01234	DB01234	DB00836	validation
27882	DB00186|DB01234	DB01234	DB00186	test
27883	DB00227|DB01234	DB01234	DB00227	training
27884	DB01234|DB14513	DB01234	DB14513	training
27885	DB01234|DB09104	DB01234	DB09104	validation
27886	DB01234|DB01377	DB01234	DB01377	training
27887	DB00772|DB01234	DB01234	DB00772	training
27888	DB00742|DB01234	DB01234	DB00742	training
27889	DB00737|DB01234	DB01234	DB00737	test
27890	DB01065|DB01234	DB01234	DB01065	training
27891	DB01042|DB01234	DB01234	DB01042	training
27892	DB01043|DB01234	DB01234	DB01043	training
27893	DB00454|DB01234	DB01234	DB00454	training
27894	DB00961|DB01234	DB01234	DB00961	training
27895	DB00610|DB01234	DB01234	DB00610	test
27896	DB00331|DB01234	DB01234	DB00331	training
27897	DB00333|DB01234	DB01234	DB00333	training
27898	DB00763|DB01234	DB01234	DB00763	training
27899	DB00423|DB01234	DB01234	DB00423	validation
27900	DB00563|DB01234	DB01234	DB00563	test
27901	DB01234|DB11228	DB01234	DB11228	training
27902	DB01234|DB09241	DB01234	DB09241	test
27903	DB00422|DB01234	DB01234	DB00422	training
27904	DB00959|DB01234	DB01234	DB00959	test
27905	DB01233|DB01234	DB01234	DB01233	training
27906	DB00524|DB01234	DB01234	DB00524	training
27907	DB00264|DB01234	DB01234	DB00264	training
27908	DB00916|DB01234	DB01234	DB00916	test
27909	DB00379|DB01234	DB01234	DB00379	training
27910	DB01110|DB01234	DB01234	DB01110	validation
27911	DB00683|DB01234	DB01234	DB00683	training
27912	DB00211|DB01234	DB01234	DB00211	validation
27913	DB01017|DB01234	DB01234	DB01017	test
27914	DB01204|DB01234	DB01234	DB01204	training
27915	DB01234|DB09282	DB01234	DB09282	training
27916	DB00295|DB01234	DB01234	DB00295	training
27917	DB00332|DB01234	DB01234	DB00332	training
27918	DB01203|DB01234	DB01234	DB01203	test
27919	DB00844|DB01234	DB01234	DB00844	validation
27920	DB01183|DB01234	DB01234	DB01183	training
27921	DB00704|DB01234	DB01234	DB00704	training
27922	DB00788|DB01234	DB01234	DB00788	training
27923	DB01234|DB12293	DB01234	DB12293	training
27924	DB00994|DB01234	DB01234	DB00994	training
27925	DB01234|DB01400	DB01234	DB01400	training
27926	DB00627|DB01234	DB01234	DB00627	training
27927	DB00622|DB01234	DB01234	DB00622	training
27928	DB01115|DB01234	DB01234	DB01115	test
27929	DB00393|DB01234	DB01234	DB00393	training
27930	DB01234|DB01595	DB01234	DB01595	training
27931	DB00325|DB01234	DB01234	DB00325	training
27932	DB01234|DB06690	DB01234	DB06690	training
27933	DB00368|DB01234	DB01234	DB00368	training
27934	DB00717|DB01234	DB01234	DB00717	test
27935	DB01059|DB01234	DB01234	DB01059	test
27936	DB00540|DB01234	DB01234	DB00540	training
27937	DB00646|DB01234	DB01234	DB00646	training
27938	DB00104|DB01234	DB01234	DB00104	validation
27939	DB01165|DB01234	DB01234	DB01165	training
27940	DB00338|DB01234	DB01234	DB00338	training
27941	DB01234|DB11130	DB01234	DB11130	training
27942	DB00816|DB01234	DB01234	DB00816	training
27943	DB01173|DB01234	DB01234	DB01173	training
27944	DB00713|DB01234	DB01234	DB00713	test
27945	DB00842|DB01234	DB01234	DB00842	training
27946	DB00497|DB01234	DB01234	DB00497	training
27947	DB01234|DB09140	DB01234	DB09140	training
27948	DB00935|DB01234	DB01234	DB00935	training
27949	DB01192|DB01234	DB01234	DB01192	test
27950	DB00595|DB01234	DB01234	DB00595	validation
27951	DB00107|DB01234	DB01234	DB00107	test
27952	DB01234|DB01337	DB01234	DB01337	training
27953	DB01053|DB01234	DB01234	DB01053	validation
27954	DB00417|DB01234	DB01234	DB00417	training
27955	DB00738|DB01234	DB01234	DB00738	training
27956	DB00652|DB01234	DB01234	DB00652	training
27957	DB00552|DB01234	DB01234	DB00552	training
27958	DB00806|DB01234	DB01234	DB00806	test
27959	DB00850|DB01234	DB01234	DB00850	training
27960	DB01234|DB11058	DB01234	DB11058	training
27961	DB01234|DB01438	DB01234	DB01438	training
27962	DB01234|DB01620	DB01234	DB01620	training
27963	DB01174|DB01234	DB01234	DB01174	training
27964	DB00946|DB01234	DB01234	DB00946	training
27965	DB00388|DB01234	DB01234	DB00388	training
27966	DB00252|DB01234	DB01234	DB00252	training
27967	DB01234|DB12944	DB01234	DB12944	training
27968	DB01022|DB01234	DB01234	DB01022	validation
27969	DB01085|DB01234	DB01234	DB01085	validation
27970	DB01234|DB09210	DB01234	DB09210	training
27971	DB00554|DB01234	DB01234	DB00554	training
27972	DB00009|DB01234	DB01234	DB00009	test
27973	DB01234|DB11077	DB01234	DB11077	training
27974	DB00781|DB01234	DB01234	DB00781	training
27975	DB01234|DB14500	DB01234	DB14500	training
27976	DB00761|DB01234	DB01234	DB00761	training
27977	DB01234|DB06812	DB01234	DB06812	training
27978	DB00457|DB01234	DB01234	DB00457	training
27979	DB00860|DB01234	DB01234	DB00860	test
27980	DB00635|DB01234	DB01234	DB00635	training
27981	DB00750|DB01234	DB01234	DB00750	training
27982	DB00794|DB01234	DB01234	DB00794	training
27983	DB01032|DB01234	DB01234	DB01032	training
27984	DB01168|DB01234	DB01234	DB01168	training
27985	DB01039|DB01234	DB01234	DB01039	training
27986	DB00433|DB01234	DB01234	DB00433	training
27987	DB00396|DB01234	DB01234	DB00396	training
27988	DB00420|DB01234	DB01234	DB00420	training
27989	DB01069|DB01234	DB01234	DB01069	training
27990	DB01182|DB01234	DB01234	DB01182	training
27991	DB00818|DB01234	DB01234	DB00818	training
27992	DB00647|DB01234	DB01234	DB00647	training
27993	DB00571|DB01234	DB01234	DB00571	training
27994	DB00550|DB01234	DB01234	DB00550	test
27995	DB01234|DB09141	DB01234	DB09141	training
27996	DB00852|DB01234	DB01234	DB00852	training
27997	DB01234|DB11097	DB01234	DB11097	training
27998	DB00339|DB01234	DB01234	DB00339	training
27999	DB00545|DB01234	DB01234	DB00545	training
28000	DB00147|DB01234	DB01234	DB00147	training
28001	DB00205|DB01234	DB01234	DB00205	training
28002	DB00468|DB01234	DB01234	DB00468	training
28003	DB00863|DB01234	DB01234	DB00863	training
28004	DB00811|DB01234	DB01234	DB00811	training
28005	DB01045|DB01234	DB01234	DB01045	training
28006	DB00778|DB01234	DB01234	DB00778	test
28007	DB00795|DB01234	DB01234	DB00795	training
28008	DB01234|DB11135	DB01234	DB11135	training
28009	DB01234|DB05245	DB01234	DB05245	training
28010	DB01234|DB09512	DB01234	DB09512	training
28011	DB01234|DB09153	DB01234	DB09153	training
28012	DB01234|DB09325	DB01234	DB09325	training
28013	DB01234|DB09072	DB01234	DB09072	training
28014	DB01234|DB01638	DB01234	DB01638	training
28015	DB00489|DB01234	DB01234	DB00489	training
28016	DB00421|DB01234	DB01234	DB00421	training
28017	DB01062|DB01234	DB01234	DB01062	training
28018	DB01234|DB11190	DB01234	DB11190	validation
28019	DB01234|DB06285	DB01234	DB06285	training
28020	DB00715|DB01234	DB01234	DB00715	test
28021	DB00758|DB01234	DB01234	DB00758	training
28022	DB00529|DB01234	DB01234	DB00529	training
28023	DB01132|DB01234	DB01234	DB01132	training
28024	DB01234|DB11616	DB01234	DB11616	training
28025	DB00270|DB01234	DB01234	DB00270	test
28026	DB00059|DB01234	DB01234	DB00059	test
28027	DB01234|DB11098	DB01234	DB11098	training
28028	DB01234|DB09413	DB01234	DB09413	test
28029	DB01234|DB09345	DB01234	DB09345	test
28030	DB01234|DB01366	DB01234	DB01366	training
28031	DB00881|DB01234	DB01234	DB00881	training
28032	DB00604|DB01234	DB01234	DB00604	training
28033	DB00178|DB01234	DB01234	DB00178	validation
28034	DB00877|DB01234	DB01234	DB00877	test
28035	DB01220|DB01234	DB01234	DB01220	training
28036	DB00734|DB01234	DB01234	DB00734	training
28037	DB00296|DB01234	DB01234	DB00296	training
28038	DB00465|DB01234	DB01234	DB00465	training
28039	DB00243|DB01234	DB01234	DB00243	training
28040	DB01234|DB01399	DB01234	DB01399	training
28041	DB00938|DB01234	DB01234	DB00938	test
28042	DB00017|DB01234	DB01234	DB00017	training
28043	DB01234|DB11365	DB01234	DB11365	training
28044	DB01104|DB01234	DB01234	DB01104	training
28045	DB01234|DB01236	DB01234	DB01236	training
28046	DB00641|DB01234	DB01234	DB00641	training
28047	DB01234|DB01390	DB01234	DB01390	training
28048	DB00669|DB01234	DB01234	DB00669	training
28049	DB01234|DB01606	DB01234	DB01606	training
28050	DB00853|DB01234	DB01234	DB00853	training
28051	DB01162|DB01234	DB01234	DB01162	training
28052	DB00857|DB01234	DB01234	DB00857	test
28053	DB01083|DB01234	DB01234	DB01083	test
28054	DB01234|DB13324	DB01234	DB13324	test
28055	DB00289|DB01234	DB01234	DB00289	training
28056	DB00273|DB01234	DB01234	DB00273	test
28057	DB00214|DB01234	DB01234	DB00214	test
28058	DB00519|DB01234	DB01234	DB00519	training
28059	DB01234|DB11678	DB01234	DB11678	training
28060	DB01234|DB02650	DB01234	DB02650	training
28061	DB00662|DB01234	DB01234	DB00662	training
28062	DB01234|DB06825	DB01234	DB06825	training
28063	DB01234|DB12248	DB01234	DB12248	test
28064	DB01234|DB12661	DB01234	DB12661	training
28065	DB00361|DB01234	DB01234	DB00361	training
28066	DB00751|DB01234	DB01234	DB00751	validation
28067	DB00285|DB01234	DB01234	DB00285	training
28068	DB01234|DB06694	DB01234	DB06694	training
28069	DB01234|DB09322	DB01234	DB09322	training
28070	DB01234|DB13166	DB01234	DB13166	training
28071	DB00425|DB01234	DB01234	DB00425	training
28072	DB00909|DB01234	DB01234	DB00909	validation
28073	DB01198|DB01234	DB01234	DB01198	test
28074	DB00958|DB01234	DB01234	DB00958	training
28075	DB00213|DB01234	DB01234	DB00213	training
28076	DB01234|DB13867	DB01234	DB13867	training
28077	DB01095|DB01234	DB01234	DB01095	training
28078	DB00225|DB01234	DB01234	DB00225	training
28079	DB00814|DB01234	DB01234	DB00814	training
28080	DB00585|DB01234	DB01234	DB00585	training
28081	DB00929|DB01234	DB01234	DB00929	training
28082	DB01156|DB01234	DB01234	DB01156	test
28083	DB00176|DB01234	DB01234	DB00176	training
28084	DB00410|DB01234	DB01234	DB00410	training
28085	DB00007|DB01234	DB01234	DB00007	training
28086	DB00175|DB01234	DB01234	DB00175	training
28087	DB01234|DB14936	DB01234	DB14936	training
28088	DB00165|DB01234	DB01234	DB00165	training
28089	DB00654|DB01234	DB01234	DB00654	training
28090	DB00631|DB01234	DB01234	DB00631	training
28091	DB00242|DB01234	DB01234	DB00242	training
28092	DB01234|DB11093	DB01234	DB11093	test
28093	DB01234|DB13231	DB01234	DB13231	validation
28094	DB00633|DB01234	DB01234	DB00633	training
28095	DB00590|DB01234	DB01234	DB00590	training
28096	DB00187|DB01234	DB01234	DB00187	test
28097	DB01234|DB13136	DB01234	DB13136	test
28098	DB00492|DB01234	DB01234	DB00492	training
28099	DB00014|DB01234	DB01234	DB00014	test
28100	DB01224|DB01234	DB01234	DB01224	training
28101	DB01234|DB01306	DB01234	DB01306	test
28102	DB00762|DB01234	DB01234	DB00762	training
28103	DB00678|DB01234	DB01234	DB00678	test
28104	DB01234|DB11110	DB01234	DB11110	test
28105	DB01234|DB13749	DB01234	DB13749	test
28106	DB00244|DB01234	DB01234	DB00244	test
28107	DB00235|DB01234	DB01234	DB00235	training
28108	DB00238|DB01234	DB01234	DB00238	training
28109	DB01234|DB04743	DB01234	DB04743	validation
28110	DB00790|DB01234	DB01234	DB00790	training
28111	DB01234|DB09125	DB01234	DB09125	training
28112	DB01234|DB12278	DB01234	DB12278	training
28113	DB01234|DB09154	DB01234	DB09154	validation
28114	DB01234|DB16568	DB01234	DB16568	training
28115	DB00708|DB01234	DB01234	DB00708	validation
28116	DB01229|DB01234	DB01234	DB01229	training
28117	DB01234|DB06149	DB01234	DB06149	training
28118	DB00697|DB01234	DB01234	DB00697	validation
28119	DB01030|DB01234	DB01234	DB01030	test
28120	DB00660|DB01234	DB01234	DB00660	training
28121	DB00869|DB01234	DB01234	DB00869	training
28122	DB01117|DB01234	DB01234	DB01117	validation
28123	DB01234|DB11783	DB01234	DB11783	training
28124	DB01234|DB01276	DB01234	DB01276	training
28125	DB00334|DB01234	DB01234	DB00334	test
28126	DB01234|DB08813	DB01234	DB08813	validation
28127	DB01225|DB01234	DB01234	DB01225	training
28128	DB01234|DB06779	DB01234	DB06779	training
28129	DB00757|DB01234	DB01234	DB00757	test
28130	DB00426|DB01234	DB01234	DB00426	training
28131	DB00728|DB01234	DB01234	DB00728	test
28132	DB00688|DB01234	DB01234	DB00688	test
28133	DB00709|DB01234	DB01234	DB00709	training
28134	DB00642|DB01234	DB01234	DB00642	validation
28135	DB01234|DB01409	DB01234	DB01409	validation
28136	DB00020|DB01234	DB01234	DB00020	validation
28137	DB00177|DB01234	DB01234	DB00177	training
28138	DB01234|DB13144	DB01234	DB13144	training
28139	DB00041|DB01234	DB01234	DB00041	test
28140	DB00377|DB01234	DB01234	DB00377	training
28141	DB01234|DB01339	DB01234	DB01339	training
28142	DB00481|DB01234	DB01234	DB00481	training
28143	DB01234|DB01320	DB01234	DB01320	training
28144	DB00268|DB01234	DB01234	DB00268	validation
28145	DB00026|DB01234	DB01234	DB00026	training
28146	DB00476|DB01234	DB01234	DB00476	training
28147	DB01006|DB01234	DB01234	DB01006	training
28148	DB00899|DB01234	DB01234	DB00899	test
28149	DB00912|DB01234	DB01234	DB00912	validation
28150	DB00966|DB01234	DB01234	DB00966	validation
28151	DB00577|DB01234	DB01234	DB00577	training
28152	DB01234|DB04854	DB01234	DB04854	training
28153	DB00910|DB01234	DB01234	DB00910	training
28154	DB00962|DB01234	DB01234	DB00962	training
28155	DB00559|DB01234	DB01234	DB00559	training
28156	DB00060|DB01234	DB01234	DB00060	validation
28157	DB00706|DB01234	DB01234	DB00706	test
28158	DB01234|DB06754	DB01234	DB06754	training
28159	DB01234|DB13528	DB01234	DB13528	training
28160	DB01234|DB11089	DB01234	DB11089	training
28161	DB01137|DB01234	DB01234	DB01137	training
28162	DB01128|DB01234	DB01234	DB01128	test
28163	DB01029|DB01234	DB01234	DB01029	training
28164	DB00412|DB01234	DB01234	DB00412	validation
28165	DB01217|DB01234	DB01234	DB01217	training
28166	DB00503|DB01234	DB01234	DB00503	training
28167	DB00950|DB01234	DB01234	DB00950	training
28168	DB00953|DB01234	DB01234	DB00953	training
28169	DB00471|DB01234	DB01234	DB00471	training
28170	DB01234|DB01238	DB01234	DB01238	training
28171	DB01234|DB13620	DB01234	DB13620	validation
28172	DB01234|DB09385	DB01234	DB09385	test
28173	DB00051|DB01234	DB01234	DB00051	training
28174	DB00317|DB01234	DB01234	DB00317	test
28175	DB01234|DB04845	DB01234	DB04845	training
28176	DB00530|DB01234	DB01234	DB00530	training
28177	DB00019|DB01234	DB01234	DB00019	test
28178	DB00103|DB01234	DB01234	DB00103	test
28179	DB00973|DB01234	DB01234	DB00973	training
28180	DB00480|DB01234	DB01234	DB00480	training
28181	DB01072|DB01234	DB01234	DB01072	training
28182	DB00055|DB01234	DB01234	DB00055	validation
28183	DB00108|DB01234	DB01234	DB00108	training
28184	DB01234|DB06282	DB01234	DB06282	training
28185	DB01234|DB01268	DB01234	DB01268	validation
28186	DB00673|DB01234	DB01234	DB00673	training
28187	DB01234|DB06212	DB01234	DB06212	training
28188	DB00188|DB01234	DB01234	DB00188	test
28189	DB00820|DB01234	DB01234	DB00820	test
28190	DB01234|DB01309	DB01234	DB01309	test
28191	DB01012|DB01234	DB01234	DB01012	training
28192	DB01234|DB01264	DB01234	DB01264	test
28193	DB00402|DB01234	DB01234	DB00402	training
28194	DB01234|DB06699	DB01234	DB06699	training
28195	DB01234|DB06414	DB01234	DB06414	validation
28196	DB01234|DB01259	DB01234	DB01259	training
28197	DB01234|DB09539	DB01234	DB09539	test
28198	DB00398|DB01234	DB01234	DB00398	training
28199	DB01234|DB01273	DB01234	DB01273	training
28200	DB01234|DB01257	DB01234	DB01257	training
28201	DB01234|DB01261	DB01234	DB01261	validation
28202	DB01234|DB01270	DB01234	DB01270	test
28203	DB00980|DB01234	DB01234	DB00980	training
28204	DB01234|DB04876	DB01234	DB04876	training
28205	DB01234|DB06273	DB01234	DB06273	training
28206	DB01234|DB06209	DB01234	DB06209	training
28207	DB01234|DB01609	DB01234	DB01609	test
28208	DB01234|DB09015	DB01234	DB09015	test
28209	DB01046|DB01234	DB01234	DB01046	training
28210	DB01234|DB06218	DB01234	DB06218	validation
